,Request ID,Create Date,Master Request,Has Links,Status,Status Code,Last Action,Last Change,Close Date,Work Order Created,Request Type ID,Request Type,Request Type Private,Request Type Info,Department ID,Department,Address Number,Street ID,Street,Address,Complete Address,City ID,City,Cross Street ID,Cross Street,District ID,District,Escalations,Priority,Longitude,Latitude,Origin ID,Origin
11,5141,1/3/2017 14:20,0,False,Closed,1,1/3/2017 14:20,1/3/2017 14:20,1/3/2017 14:20,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
12,5142,1/3/2017 14:27,0,False,Closed,1,6/23/2017 16:10,6/23/2017 16:10,6/23/2017 16:10,False,330,Traffic/Street Lights - Street Light Repair - National Grid-Owned,False,,11,Highway,,659,LAKEVIEW AVE,LAKEVIEW AVE,"LAKEVIEW AVE, Haverhill, MA",1,Haverhill,777,NORTH AVE,0,,0,2,-71.083366,42.795998,1,Call Center
13,5143,1/3/2017 14:45,0,False,In Progress,3,1/20/2017 20:37,1/3/2017 14:46,,False,302,Poor Property Maintenance,False,Please describe the situation.,6,Inspectional Services,44,611,JACKSON ST,44 JACKSON ST,"44 JACKSON ST, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0914564,42.773071,1,Call Center
14,5144,1/3/2017 14:50,0,False,Closed,1,1/3/2017 14:50,1/3/2017 14:50,1/3/2017 14:50,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
15,5145,1/3/2017 14:51,0,False,Closed,1,1/17/2017 16:37,1/17/2017 16:37,1/17/2017 16:37,False,291,Highway - Pothole,False,"<p>Please answer the following;
</p><p>1. Approximate size of pothole?
<br>2. Is it posing an immediate hazard?
<br>3. Side or center of street?
<br>4. Has it been there over 2 weeks?</p>",11,Highway,114- 116,308,BOARDMAN ST,114- 116 BOARDMAN ST,"114- 116 BOARDMAN ST, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.06172240000001,42.77420120000001,1,Call Center
16,5146,1/3/2017 14:53,0,False,Closed,1,1/3/2017 14:53,1/3/2017 14:53,1/3/2017 14:53,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
17,5147,1/3/2017 15:17,0,False,Closed,1,1/3/2017 18:22,1/3/2017 18:22,1/3/2017 18:22,False,343,Trash - Enforcement,False,Please describe the situation.,6,Inspectional Services,2,1153,H Street,2 H Street,"2 H Street, Haverhill, MA",1,Haverhill,0,,12,Polygon 0,0,2,-71.10850970000001,42.7472463,1,Call Center
18,5148,1/3/2017 15:17,0,False,Closed,1,1/3/2017 15:17,1/3/2017 15:17,1/3/2017 15:17,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
19,5149,1/3/2017 15:25,0,False,Closed,1,1/3/2017 15:25,1/3/2017 15:25,1/3/2017 15:25,False,274,School Department,False,,0,,685,1036,WASHINGTON ST,685 WASHINGTON ST,"685 WASHINGTON ST, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.1031663,42.7702141,1,Call Center
20,5150,1/3/2017 15:32,0,False,Closed,1,1/3/2017 15:32,1/3/2017 15:32,1/3/2017 15:32,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
21,5151,1/3/2017 15:38,0,False,Closed,1,1/3/2017 15:38,1/3/2017 15:38,1/3/2017 15:38,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
22,5152,1/3/2017 15:40,0,False,Closed,1,1/3/2017 15:40,1/3/2017 15:40,1/3/2017 15:40,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
23,5153,1/3/2017 15:40,0,False,Closed,1,1/3/2017 15:40,1/3/2017 15:40,1/3/2017 15:40,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
24,5154,1/3/2017 15:42,0,False,Closed,1,1/3/2017 15:42,1/3/2017 15:42,1/3/2017 15:42,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
25,5155,1/3/2017 15:42,0,False,Closed,1,1/3/2017 15:42,1/3/2017 15:42,1/3/2017 15:42,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
26,5156,1/3/2017 15:43,0,False,Closed,1,1/3/2017 15:43,1/3/2017 15:43,1/3/2017 15:43,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
27,5157,1/3/2017 15:47,0,False,Closed,1,1/3/2017 15:47,1/3/2017 15:47,1/3/2017 15:47,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
28,5158,1/3/2017 16:00,0,False,Closed,1,1/3/2017 16:00,1/3/2017 16:00,1/3/2017 16:00,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
29,5159,1/3/2017 16:01,0,False,Closed,1,1/3/2017 16:01,1/3/2017 16:01,1/3/2017 16:01,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
30,5160,1/3/2017 16:07,0,False,Closed,1,1/3/2017 16:07,1/3/2017 16:07,1/3/2017 16:07,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
31,5161,1/3/2017 16:07,0,False,Closed,1,1/3/2017 16:07,1/3/2017 16:07,1/3/2017 16:07,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
32,5162,1/3/2017 16:34,0,False,Closed,1,1/3/2017 16:34,1/3/2017 16:34,1/3/2017 16:34,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
33,5163,1/3/2017 16:35,0,False,Closed,1,1/3/2017 16:35,1/3/2017 16:35,1/3/2017 16:35,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
34,5164,1/3/2017 16:37,0,False,Closed,1,1/3/2017 16:37,1/3/2017 16:37,1/3/2017 16:37,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
35,5165,1/3/2017 16:43,0,False,Closed,1,1/3/2017 18:40,1/3/2017 18:40,1/3/2017 18:40,False,330,Traffic/Street Lights - Street Light Repair - National Grid-Owned,False,,11,Highway,,1140,Lakewood Terrace,Lakewood Terrace,"Lakewood Terrace, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0693273,42.787308,1,Call Center
36,5166,1/3/2017 16:43,0,False,Closed,1,1/3/2017 16:43,1/3/2017 16:43,1/3/2017 16:43,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
37,5167,1/3/2017 16:47,0,False,Closed,1,2/21/2017 16:10,2/21/2017 16:10,2/21/2017 16:10,False,302,Poor Property Maintenance,False,Please describe the situation.,6,Inspectional Services,15-Nov,260,ARLINGTON ST,11-15 ARLINGTON ST,"11-15 ARLINGTON ST, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.07662859999999,42.78026129999999,1,Call Center
38,5168,1/3/2017 16:51,0,False,Closed,1,1/3/2017 16:51,1/3/2017 16:51,1/3/2017 16:51,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
39,5169,1/3/2017 16:52,0,False,Closed,1,1/3/2017 16:52,1/3/2017 16:52,1/3/2017 16:52,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
40,5170,1/3/2017 16:52,0,False,Closed,1,1/3/2017 16:52,1/3/2017 16:52,1/3/2017 16:52,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
41,5171,1/3/2017 17:06,0,False,Closed,1,1/3/2017 17:06,1/3/2017 17:06,1/3/2017 17:06,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
42,5172,1/3/2017 17:07,0,False,Closed,1,1/3/2017 17:07,1/3/2017 17:07,1/3/2017 17:07,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
43,5173,1/3/2017 17:10,0,False,Closed,1,3/28/2017 17:16,3/28/2017 17:16,1/3/2017 18:48,False,330,Traffic/Street Lights - Street Light Repair - National Grid-Owned,False,,11,Highway,82,789,OLD YANKEE RD,82 OLD YANKEE RD,"82 OLD YANKEE RD, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.1778364,42.796661900000004,1,Call Center
44,5174,1/3/2017 17:10,0,False,Closed,1,1/3/2017 18:47,1/3/2017 18:47,1/3/2017 18:47,False,320,Snow Removal Issues - Replow Request,False,,11,Highway,,922,SOLITAIRE DR,SOLITAIRE DR,"SOLITAIRE DR, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0737225,42.804261100000005,1,Call Center
45,5175,1/3/2017 17:13,0,False,Closed,1,1/3/2017 17:13,1/3/2017 17:13,1/3/2017 17:13,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
46,5176,1/3/2017 17:18,0,False,Closed,1,1/3/2017 17:18,1/3/2017 17:18,1/3/2017 17:18,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
47,5177,1/3/2017 17:22,0,False,Closed,1,1/3/2017 17:22,1/3/2017 17:22,1/3/2017 17:22,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
48,5178,1/3/2017 17:22,0,False,Closed,1,1/3/2017 17:22,1/3/2017 17:22,1/3/2017 17:22,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
49,5179,1/3/2017 17:24,0,False,Closed,1,1/3/2017 17:24,1/3/2017 17:24,1/3/2017 17:24,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
50,5180,1/3/2017 17:26,0,False,Closed,1,1/3/2017 17:26,1/3/2017 17:26,1/3/2017 17:26,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
51,5181,1/3/2017 17:26,0,False,Closed,1,1/3/2017 17:26,1/3/2017 17:26,1/3/2017 17:26,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
52,5182,1/3/2017 17:29,0,False,Closed,1,1/3/2017 17:29,1/3/2017 17:29,1/3/2017 17:29,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
53,5183,1/3/2017 18:00,0,False,Closed,1,1/3/2017 18:00,1/3/2017 18:00,1/3/2017 18:00,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
54,5184,1/3/2017 18:02,0,False,Closed,1,1/3/2017 18:02,1/3/2017 18:02,1/3/2017 18:02,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
55,5185,1/3/2017 18:24,0,False,Closed,1,1/3/2017 18:24,1/3/2017 18:24,1/3/2017 18:24,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
56,5186,1/3/2017 18:30,0,False,Closed,1,1/3/2017 18:30,1/3/2017 18:30,1/3/2017 18:30,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
57,5187,1/3/2017 18:33,0,False,Closed,1,1/3/2017 18:33,1/3/2017 18:33,1/3/2017 18:33,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
58,5188,1/3/2017 18:41,0,False,Closed,1,1/3/2017 18:41,1/3/2017 18:41,1/3/2017 18:41,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
59,5189,1/3/2017 18:48,0,False,Closed,1,1/3/2017 18:48,1/3/2017 18:48,1/3/2017 18:48,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
60,5190,1/3/2017 18:52,0,False,Closed,1,1/3/2017 18:52,1/3/2017 18:52,1/3/2017 18:52,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
61,5191,1/3/2017 18:53,0,False,Closed,1,1/3/2017 18:53,1/3/2017 18:53,1/3/2017 18:53,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
62,5192,1/3/2017 18:53,0,False,Closed,1,1/3/2017 18:53,1/3/2017 18:53,1/3/2017 18:53,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
63,5193,1/3/2017 19:06,0,False,Closed,1,1/3/2017 19:06,1/3/2017 19:06,1/3/2017 19:06,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
64,5194,1/3/2017 19:17,0,False,Closed,1,1/3/2017 19:17,1/3/2017 19:17,1/3/2017 19:17,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
65,5195,1/3/2017 19:18,0,False,Closed,1,1/3/2017 19:18,1/3/2017 19:18,1/3/2017 19:18,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
66,5196,1/3/2017 19:20,0,False,Closed,1,1/3/2017 19:20,1/3/2017 19:20,1/3/2017 19:20,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
67,5197,1/3/2017 19:27,0,False,Closed,1,1/3/2017 19:27,1/3/2017 19:27,1/3/2017 19:27,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
68,5198,1/3/2017 19:28,0,False,Closed,1,1/3/2017 19:28,1/3/2017 19:28,1/3/2017 19:28,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
69,5199,1/3/2017 19:35,0,False,Closed,1,1/3/2017 19:35,1/3/2017 19:35,1/3/2017 19:35,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
70,5200,1/3/2017 19:48,0,False,Closed,1,1/3/2017 19:48,1/3/2017 19:48,1/3/2017 19:48,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
71,5201,1/3/2017 19:48,0,False,Closed,1,1/3/2017 19:48,1/3/2017 19:48,1/3/2017 19:48,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
72,5202,1/3/2017 19:50,0,False,Closed,1,1/3/2017 19:50,1/3/2017 19:50,1/3/2017 19:50,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
73,5203,1/3/2017 20:09,0,False,Closed,1,1/3/2017 20:09,1/3/2017 20:09,1/3/2017 20:09,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
74,5204,1/3/2017 20:09,0,False,Closed,1,1/3/2017 20:09,1/3/2017 20:09,1/3/2017 20:09,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
75,5205,1/3/2017 20:10,0,False,Closed,1,1/3/2017 20:10,1/3/2017 20:10,1/3/2017 20:10,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
76,5206,1/3/2017 20:13,0,False,Closed,1,1/3/2017 20:13,1/3/2017 20:13,1/3/2017 20:13,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
77,5207,1/3/2017 20:15,0,False,Closed,1,1/3/2017 20:15,1/3/2017 20:15,1/3/2017 20:15,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
78,5208,1/3/2017 20:15,0,False,Closed,1,1/3/2017 20:15,1/3/2017 20:15,1/3/2017 20:15,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
79,5209,1/3/2017 20:25,0,False,Closed,1,1/3/2017 20:25,1/3/2017 20:25,1/3/2017 20:25,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
80,5210,1/3/2017 20:27,0,False,Closed,1,1/3/2017 20:27,1/3/2017 20:27,1/3/2017 20:27,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
81,5211,1/3/2017 20:40,0,False,Closed,1,1/4/2017 19:09,1/4/2017 19:09,1/4/2017 19:09,False,345,TRASH - Missed Pick Up,False,Please describe the situation.,11,Highway,672,328,BROADWAY,672 BROADWAY,"672 BROADWAY, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.1289312,42.785353799999996,1,Call Center
82,5212,1/3/2017 20:41,0,False,Closed,1,1/3/2017 20:41,1/3/2017 20:41,1/3/2017 20:41,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
83,5213,1/3/2017 20:45,0,False,Closed,1,1/3/2017 20:45,1/3/2017 20:45,1/3/2017 20:45,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
84,5214,1/3/2017 20:51,0,False,Closed,1,1/3/2017 20:51,1/3/2017 20:51,1/3/2017 20:51,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
85,5215,1/3/2017 21:01,0,False,Closed,1,1/3/2017 21:01,1/3/2017 21:01,1/3/2017 21:01,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
86,5216,1/4/2017 13:08,0,False,Closed,1,1/4/2017 13:08,1/4/2017 13:08,1/4/2017 13:08,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
87,5217,1/4/2017 13:08,0,False,Closed,1,1/4/2017 13:08,1/4/2017 13:08,1/4/2017 13:08,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
88,5218,1/4/2017 13:09,0,False,Closed,1,1/4/2017 13:09,1/4/2017 13:09,1/4/2017 13:09,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
89,5219,1/4/2017 13:10,0,False,Closed,1,1/4/2017 13:10,1/4/2017 13:10,1/4/2017 13:10,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
90,5220,1/4/2017 13:10,0,False,Closed,1,1/4/2017 13:10,1/4/2017 13:10,1/4/2017 13:10,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
91,5221,1/4/2017 13:14,0,False,Closed,1,1/4/2017 13:14,1/4/2017 13:14,1/4/2017 13:14,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
92,5222,1/4/2017 13:22,0,False,Closed,1,1/4/2017 13:22,1/4/2017 13:22,1/4/2017 13:22,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
93,5223,1/4/2017 13:38,0,False,Closed,1,1/4/2017 13:38,1/4/2017 13:38,1/4/2017 13:38,False,901,A - Information Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
94,5224,1/4/2017 13:39,0,False,Closed,1,1/12/2017 18:20,1/12/2017 18:20,1/12/2017 18:20,False,351,Tree Issues - Tree Pruning/Trimming,False,"<p>Please answer the following questions;</p>
<p>1. Location?<br>
2. Is the tree on private or city property?</p>",11,Highway,,1065,WHITTIER RD,WHITTIER RD,"WHITTIER RD, Haverhill, MA",1,Haverhill,0,,0,,0,2,-71.0438748,42.8118674,1,Call Center
95,5225,1/4/2017 13:49,0,False,Closed,1,1/4/2017 13:49,1/4/2017 13:49,1/4/2017 13:49,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
96,5226,1/4/2017 13:51,0,False,Closed,1,1/4/2017 13:51,1/4/2017 13:51,1/4/2017 13:51,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
97,5227,1/4/2017 13:59,0,False,Closed,1,1/4/2017 13:59,1/4/2017 13:59,1/4/2017 13:59,False,902,A - Transfer Other,False,,8,311 Call Center,,0,,,", Haverhill, MA",1,Haverhill,0,,0,,0,2,0.0,0.0,1,Call Center
