address,latitude,longitude,point,removable
"77 PARK STREET, ATTLEBORO, MA, USA",41.94382525,-71.28064642551081,POINT (218189.1027597429 854853.3591199588),False
"80 SOUTH AVE, ATTLEBORO, MA, USA",41.933875914285714,-71.30968625714286,POINT (215783.5495649896 853742.5132597546),False
"FELLOWSHIP CIR, AVON, MA, USA",42.1308465,-71.0296345,POINT (238888.65538994 875709.7537289486),False
"FELLOWSHIP CIRCLE, AVON, MA, USA",42.1308465,-71.0296345,POINT (238888.65538994 875709.7537289486),False
"ASHBY PLACE, BEDFORD, MA, USA",42.486371500000004,-71.26887030475159,POINT (219002.2967503868 915118.4674293716),False
"10 WRENTHAM MANOR, BELLINGHAM, MA, USA",42.0252083,-71.4843176467405,POINT (201298.7419888049 863869.2926946309),False
"10 WRENTHAM RD, BELLINGHAM, MA, USA",42.025505100000004,-71.48786379885607,POINT (201005.0609259623 863902.2104858743),False
"350 PROPSECT ST, BELMONT, MA, USA",NA,NA,,
"625-655 TRAPELO RD, BELMONT, MA, USA",NA,NA,,
"SYCAMORE ST TO THAYER RD, BELMONT, MA, USA",NA,NA,,
"59 PEARSON RD, BELMONT, MA, USA",42.39260615,-71.18140763237152,POINT (226231.9023952681 904726.3633525638),False
"455 CONCORD AVE, BELMONT, MA, USA",42.3966362,-71.17726833252593,POINT (226571.0240765872 905175.2898973201),False
"95 WASHINGTON ST, BELMONT, MA, USA",42.3854654,-71.17113380235469,POINT (227080.8715598724 903936.4031103129),False
"137R BRIDGE ST, BEVERLY, MA, USA",42.55209605286913,-70.9017705963172,POINT (249131.8028276407 922565.7765877728),False
"16 RIVER ST, BILLERICA, MA, USA",42.55880845,-71.2718937070709,POINT (218732.2103828895 923164.1572638443),False
"nan, BILLERICA, MA, USA",42.5584264,-71.268947,POINT (218974.3099106314 923122.3697189931),False
"16 RIVER STREET, BILLERICA, MA, USA",42.55880845,-71.2718937070709,POINT (218732.2103828895 923164.1572638443),False
"16 RIVER ST., BILLERICA, MA, USA",42.55880845,-71.2718937070709,POINT (218732.2103828895 923164.1572638443),False
"13 RIVER ST, BILLERICA, MA, USA",42.559845,-71.27143,POINT (218769.9816137848 923279.4012430673),False
"TOWN HALL, BLACKSTONE, MA, USA",42.0178758,-71.5411738,POINT (196589.7779799097 863055.5733804982),False
"290 THATCHER ST, BROCKTON, MA, USA",42.064930399999994,-70.9809271568217,POINT (242960.165009987 868411.8504509961),False
"100 BRICKSTONE SQ STE 300, ANDOVER, MA, USA",42.6748,-71.1421,POINT (229336.8232850062 936085.4959753397),False
"67 HIGH ST IRON HORSE PARK, N BILLERICA, MA, USA",NA,NA,,
"IRON HORSE PARK, N BILLERICA, MA, USA",42.5811675,-71.26741803381393,POINT (219092.9816915441 925648.8449194231),False
"IRONHORSE PARK REAL ESTATE DEP, N BILLERICA, MA, USA",NA,NA,,
"IRON HORSE PARK, NORTH BILLERICA, MA, USA",42.5811675,-71.26741803381393,POINT (219092.9816915441 925648.8449194231),False
"IRONHORSE PARK, N BILLERICA, MA, USA",NA,NA,,
"402 AMHERST ST STE 300, NASHUA,, NH, USA",42.78484235,-71.51002196316725,POINT (199179.9403062653 948248.4120038345),False
"67 HIGH ST IRON HORSE PK, N BILLERICA, MA, USA",NA,NA,,
"471 TRAPELO RD., BELMONT, MA, USA",42.387127500000005,-71.18868520833334,POINT (225634.913277609 904115.5999371207),False
"60 CARLISLE ST, CHELMSFORD, MA, USA",42.6082181,-71.3042197,POINT (216064.9897062053 928646.127066795),False
"ASBURY ST, TOPSFIELD, MA, USA",42.655083,-70.912492,POINT (248172.4840364633 933999.5701566255),False
"25 ROOSEVELT ST, BRAINTREE, MA, USA",42.16959065,-71.00962421626555,POINT (240518.297692063 880022.4020616967),False
"20 HERITAGE LANE, BRAINTREE, MA, USA",42.2292606,-70.97574599829537,POINT (243276.784614741 886666.659777018),False
"20 ROOSEVELT STREET, BRAINTREE, MA, USA",42.16936155,-71.00872723996929,POINT (240592.557929086 879997.3822203985),False
"25 ROOSEVELT STREET, BRAINTREE, MA, USA",42.16959065,-71.00962421626555,POINT (240518.297692063 880022.4020616967),False
"PO BOX 525, TAUNTON, MA, USA",NA,NA,,
"HEMLOCK DRIVE, BRIDGEWATER, MA, USA",41.9942155,-70.9837477,POINT (242774.2683914828 860556.2439326541),False
"-, BRIDGEWATER, MA, USA",41.9903787,-70.9750426,POINT (243498.1462826225 860134.5011475713),False
"PO BOX 306, BRIDGEWATER, MA, USA",NA,NA,,
"24 COTTAGE ST, BRIDGEWATER, MA, USA",41.9830466,-70.98047621383357,POINT (243052.8810074967 859317.3843211199),False
"48 COTTAGE ST, BRIDGEWATER, MA, USA",41.982689300000004,-70.97965681792832,POINT (243121.0255134189 859278.1137293711),False
"215 SUMMER ST, BRIDGEWATER, MA, USA",41.984967749999996,-70.97146483654839,POINT (243798.3212023221 859535.3499296978),False
"185 SPRUCE ST, BRIDGEWATER, MA, USA",41.949516,-71.00964608357953,POINT (240657.0143437924 855578.9048896095),False
"295 MAIN ST, BRIDGEWATER, MA, USA",41.99630711695129,-70.98175753674839,POINT (242937.750553822 860789.5554155975),False
"777 ELSEBREE STREET, FALL RIVER, MA, USA",NA,NA,,
"88 N MAIN ST, ATTLEBORO, MA, USA",41.97482040224233,-71.33110907510505,POINT (213997.8595497039 858286.4463948072),False
"309 PLEASANT ST, BROCKTON, MA, USA",42.0878509,-71.03165301867554,POINT (238747.9928263134 870933.3167669353),False
"70 SCHOOL ST, BROCKTON, MA, USA",42.0824999,-71.0174034,POINT (239930.2642098885 870345.555900703),False
"232 MAIN ST, BROCKTON, MA, USA",42.08057423809524,-71.02010795238095,POINT (239707.6940275779 870130.4112133817),False
"45 GODDARD RD, BROCKTON, MA, USA",42.08237215,-71.02449054624468,POINT (239343.9556989844 870328.073379804),False
"45 GODDARD ROAD, BROCKTON, MA, USA",42.08237215,-71.02449054624468,POINT (239343.9556989844 870328.073379804),False
"45 GODDARD ST, BROCKTON, MA, USA",NA,NA,,
"45 SCHOOL ST, BROCKTON, MA, USA",42.082564,-71.01845752916921,POINT (239843.0058120284 870352.1825116641),False
"45 GODDAD RD, BROCKTON, MA, USA",NA,NA,,
"50 SCHOOL ST, BROCKTON, MA, USA",42.0811249,-71.0147573,POINT (240150.0702073892 870194.0776442765),False
"140 SCHOOL ST, BROCKTON, MA, USA",42.08214125000001,-71.01610727285447,POINT (240037.731206445 870306.3284433767),False
"386 WASHINGTON ST, BROOKLINE, MA, USA",42.334754020988996,-71.12313296701461,POINT (231058.420195734 898319.9537182197),False
"1900 COMMONWEALTH AVE, AUBURNDALE, MA, USA",42.34494840830109,-71.24059171132103,POINT (221374.9860541697 899416.1984036852),False
"P.O. BOX 64, BYFIELD, MA, USA",NA,NA,,
"P O BOX 64, BYFIELD, MA, USA",NA,NA,,
"nan, nan, nan, USA",29.825009,-95.478675,POINT (-2138157.948718152 -169236.8239839242),False
"675 MASSACHUSETTS AVENUE, CAMBRIDGE, MA, USA",42.3657662,-71.1039536,POINT (232623.0273798417 901771.8032359307),False
"250 FRESH POND PKWY, CAMBRIDGE, MA, USA",42.3753754,-71.1394871,POINT (229691.5784716339 902826.1743650038),False
"147 HAMPSHIRE ST, CAMBRIDGE, MA, USA",42.37190435,-71.09742323770399,POINT (233157.7227071403 902456.1211186345),False
"675 MASSACHUSETTS AVE, CAMBRIDGE, MA, USA",42.3657662,-71.1039536,POINT (232623.0273798417 901771.8032359307),False
"., CAMBRIDGE, MA, USA",42.3750997,-71.1056157,POINT (232481.3247446092 902807.8952519335),False
"10 PARK PLAZA, BOSTON, MA, USA",42.35171,-71.06782,POINT (235607.3010257096 900224.9568155505),False
"55 ESSEX ST, CAMBRIDGE, MA, USA",42.36528130612245,-71.10271306122449,POINT (232725.4628354263 901718.4185178191),False
"4 CAMBRIDGE CENTER  2ND FLR, CAMBRIDGE, MA, USA",NA,NA,,
"ADJUTANT GENERAL, READING, MA, USA",NA,NA,,
"39 CONCORD RD, CHELMSFORD, MA, USA",42.579156,-71.3453575,POINT (212695.2348504713 925410.8786178089),False
"0 RUBIN CT, CANTON, MA, USA",35.7679928,-78.7462425,POINT (-458442.8988996318 195780.1536689895),False
"1-10 NEWELL HAGAN CT, CANTON, MA, USA",NA,NA,,
"660 WASHINGTON ST, CANTON, MA, USA",42.1555733,-71.14617216800713,POINT (229242.2808715748 878409.6392485381),False
"TOWN HALL, CANTON, MA, USA",42.1584324,-71.1447732,POINT (229356.5760782256 878727.6842328695),False
"27 HOWARD ST, CANTON, MA, USA",42.151516799999996,-71.14643587021277,POINT (229222.3548446778 877958.9876955627),False
"831 WASHINGTON ST, CANTON, MA, USA",42.1597031,-71.14393680624872,POINT (229425.1075699988 878869.1109870834),False
"BRAYTON CIRCLE, CANTON, MA, USA",42.178598,-71.122081,POINT (231221.9640397992 880975.5681151093),False
"TOLMAN STREET, CANTON, MA, USA",42.14702,-71.15574,POINT (228455.3812800509 877456.3762436041),False
"20 INDIAN LN, CANTON, MA, USA",42.15996203335105,-71.08834522880221,POINT (234019.0305303888 878918.5458882172),False
"WATER TREATMENT PLANT, CANTON, MA, USA",33.38130475,-86.81912740978058,POINT (-1233897.612724667 29870.36568530754),False
"800 DEDHAM ST, CANTON, MA, USA",42.1959712,-71.1537484,POINT (228597.92784642 882894.1394784448),False
"WATER DEPARTMENT/CONSERVATION, CANTON, MA, USA",NA,NA,,
"3 POND RD, GLOUCESTER, MA, USA",42.63023725,-70.63995040063264,POINT (270546.6152563286 931429.3407468011),False
"800 WASHINGTON ST, NORWOOD, MA, USA",42.18905855,-71.20186690753445,POINT (224626.3813899749 882111.3226917218),False
"C/O ASSESSORS, TAUNTON, MA, USA",NA,NA,,
"MEADOWBROOK WAY, CARVER, MA, USA",41.889884,-70.767936,POINT (260754.5039695497 849099.4835366049),False
"175 BROADWAY, MALDEN, MA, USA",42.4289492,-71.04042521444552,POINT (237818.1093082272 908816.1716680359),False
"59 MCINTOSH DRIVE, TAUNTON, MA, USA",41.8940295,-71.12447533762735,POINT (231163.3095057669 849367.8011794835),False
"1 WASHINGTON STREET, TAUNTON, MA, USA",41.9254266,-71.09704423368115,POINT (233423.217795588 852865.3954862809),False
"170 HARRIS STREET, TAUNTON, MA, USA",41.9027392,-71.06367736787314,POINT (236203.7036082539 850359.1763746717),False
"C/O CEMETARY DEPT, TAUNTON, MA, USA",NA,NA,,
"C/O ASSESSORS, E TAUNTON, MA, USA",NA,NA,,
"327 LEXINGTON STREET, WALTHAM, MA, USA",42.38782681187761,-71.23831967956689,POINT (221547.5868221403 904179.5493446279),False
"66 VILLAGE ST., MEDWAY, MA, USA",42.14342995,-71.38460035590786,POINT (209539.1114557045 877006.6503893783),False
"P O BOX 216, CHELMSFORD, MA, USA",NA,NA,,
"50 BILLERICA RD, CHELMSFORD, MA, USA",42.59862215,-71.34713778316856,POINT (212545.2090325187 927572.9766611957),False
"20 WATERSHED LN, CHELMSFORD, MA, USA",42.582572,-71.33685468257997,POINT (213392.5392638783 925791.6380513824),False
"54 LOCKE ST, CHELSEA, MA, USA",42.40443515,-71.02652904169955,POINT (238976.7196650214 906099.4906421762),False
"54 LOCKE ST., CHELSEA, MA, USA",42.40443515,-71.02652904169955,POINT (238976.7196650214 906099.4906421762),False
"10 WILSON ST, CHELMSFORD, MA, USA",42.598702907912745,-71.34891989256487,POINT (212398.9378298394 927581.6869495483),False
"P O BOX 325, E TAUNTON, MA, USA",NA,NA,,
"157 CHARTER OAK AVE 3RD FLOOR, HARTFORD, CT, USA",NA,NA,,
"157 CHARTER OAK AVENUE 3RD FLO, HARTFORD, CT, USA",NA,NA,,
"157 CHARTER OAK AV 3RD  FLOOR, HARTFORD, CT, USA",NA,NA,,
"1 CITY HALL SQ RM 816, BOSTON, MA, USA",NA,NA,,
"nan, BROCKTON, MA, USA",42.0834335,-71.0183787,POINT (239848.9827851899 870448.7941979399),False
"CITY HALL, BROCKTON, MA, USA",NA,NA,,
"375 MERRIMACK ST, LOWELL, MA, USA",42.64640455,-71.31399484723309,POINT (215253.6290922351 932886.2491031234),False
"255 MAIN ST, MARLBOROUGH, MA, USA",42.3472545,-71.55227247138379,POINT (195692.9507408991 899641.1670031345),False
"24 LOWELL ST, PEABODY, MA, USA",42.525992450000004,-70.92883381899858,POINT (246928.5861806253 919650.9712663649),False
"201 WARREN ST EXT, PEABODY, MA, USA",NA,NA,,
"70 ENDICOTT ST, PEABODY, MA, USA",42.53085935,-70.9335291027071,POINT (246539.2240646524 920189.0089055444),False
"24 LOWELL STREET, PEABODY, MA, USA",42.525992450000004,-70.92883381899858,POINT (246928.5861806253 919650.9712663649),False
"WARREN ST EXTN, PEABODY, MA, USA",NA,NA,,
"15 SUMMER STREET, TAUNTON, MA, USA",41.9008747,-71.08994937733084,POINT (234024.806545443 850141.2753429164),False
"90 INGELL STREET, TAUNTON, MA, USA",41.88904012090898,-71.08507381863653,POINT (234435.7572259451 848828.7938954306),False
"141 OAK STREET, TAUNTON, MA, USA",41.8948111,-71.11115141653501,POINT (232268.6058423601 849459.5660270354),False
"C/O BOARD OF ASSESSORS, TAUNTON, MA, USA",NA,NA,,
"NORTH WALKER STREET, TAUNTON, MA, USA",41.899786,-71.134632,POINT (230317.7146675889 850003.502815195),False
"58 FITCH RD, CLINTON, MA, USA",42.42028594999999,-71.69702784780611,POINT (183784.420058282 907770.7175712868),False
"100 CAMBRIDGE ST, BOSTON, MA, USA",42.360499700000005,-71.06264513045232,POINT (236028.6485952722 901203.4478281017),False
"100 CAMBRIDGE STREET, BOSTON, MA, USA",42.360499700000005,-71.06264513045232,POINT (236028.6485952722 901203.4478281017),False
"1 HARBORSIDE DR STE 200S, EAST BOSTON, MA, USA",NA,NA,,
"TEN PARK PLAZA, BOSTON, MA, USA",42.3517776,-71.0678727,POINT (235602.9210701257 900232.4434964694),False
"915 WALDEN ST, CONCORD, MA, USA",42.44401284907726,-71.3397449585662,POINT (213184.195147029 910399.9263470219),False
"251 CAUSEWAY ST. SUITE 600, BOSTON, MA, USA",NA,NA,,
"251 CAUSEWAY STREET SUITE 400, BOSTON, MA, USA",NA,NA,,
"251 CAUSEWAY ST., SUITE 400, BOSTON, MA, USA",NA,NA,,
"251 CAUSEWAY ST. SUITE 400, BOSTON, MA, USA",NA,NA,,
"251 CAUSWAY ST, BOSTON, MA, USA",NA,NA,,
"59 HORSE POND RD, SUDBURY, MA, USA",42.364361349999996,-71.4392462659842,POINT (205004.5189192261 901541.8013966654),False
"ONE ASHBURTON PL 15TH FL, BOSTON, MA, USA",NA,NA,,
"251 CAUSEWAY ST, BOSTON, MA, USA",42.366041249999995,-71.05934954879032,POINT (236296.9514061136 901820.3748212329),False
"20 SOMERSET ST, BOSTON, MA, USA",42.359707900000004,-71.06184132332245,POINT (236095.3162512784 901115.8382367596),False
"ONE ASHBURTON PL  15TH FLR, BOSTON, MA, USA",NA,NA,,
"P O BOX 9490, BOSTON, MA, USA",NA,NA,,
"BLACKSTONE PARK, nan, MA, USA",NA,NA,,
"271 OAK ST, UXBRIDGE, MA, USA",42.093045000000004,-71.62401220504087,POINT (189740.8249950928 871411.3103430315),True
"nan, nan, MA, USA",29.825009,-95.478675,POINT (-2138157.948718152 -169236.8239839242),False
"LAKE ST, WHITINSVILLE, MA, USA",NA,NA,,
"nan, NORTHBRIDGE, MA, USA",42.1324443,-71.6498211,POINT (187613.4175712922 875790.8768057449),False
"QUAKER ST, NORTHBRIDGE, MA, USA",42.144707,-71.63254,POINT (189044.261930254 877150.5542255698),False
"DEPT OF ENVIRONMENTAL MANGMT., BOSTON, MA, USA",NA,NA,,
"100 CAMBRIDGE ST., BOSTON, MA, USA",42.360499700000005,-71.06264513045232,POINT (236028.6485952722 901203.4478281017),False
"96 CENTRAL ST, HINGHAM, MA, USA",42.2387971,-70.88737993529867,POINT (250563.6143230874 887774.5017477394),False
"DEPT  OF MENTAL HEALTH, MEDFIELD, MA, USA",NA,NA,,
"DEPT MENTAL HEALTH, BOSTON, MA, USA",NA,NA,,
"251 CAUSEWAY ST - SUITE 600, BOSTON, MA, USA",NA,NA,,
"251 CAUSEWAY ST SUITE 400, BOSTON, MA, USA",NA,NA,,
"251 CAUSE WAY ST SUITE 400, BOSTON, MA, USA",NA,NA,,
"ONE ASHBURTON PL, BOSTON, MA, USA",42.3592744,-71.0627712,POINT (236018.9609229213 901067.2940102997),False
"100  CAMBRIDGE ST, BOSTON, MA, USA",42.360499700000005,-71.06264513045232,POINT (236028.6485952722 901203.4478281017),False
"ONE ASHBURTON PLACE, BOSTON, MA, USA",42.3592744,-71.0627712,POINT (236018.9609229213 901067.2940102997),False
"MAIN ST, MANSFIELD, MA, USA",42.0192642,-71.1816269,POINT (226368.6319404382 863258.1716515697),False
"REVERE BEACH PKY, EVERETT, MA, USA",42.4026766,-71.0593374,POINT (236276.9287786498 905889.6846065322),True
"MYLES STANDISH STATE FOREST CRANBERRY RD, CARVER, MA, USA",41.85657655,-70.68254660078992,POINT (267876.2779969848 845464.606648015),True
"251 CAUSEWAY STREET, BOSTON, MA, USA",42.366041249999995,-71.05934954879032,POINT (236296.9514061136 901820.3748212329),False
"251 CAUSEWAY ST., BOSTON, MA, USA",42.366041249999995,-71.05934954879032,POINT (236296.9514061136 901820.3748212329),False
"10 PARK PLAZA RM 6160, BOSTON, MA, USA",NA,NA,,
"1 ASHBURTON PLACE, BOSTON, MA, USA",42.3593842,-71.0623249,POINT (236055.6642662642 901079.6786378003),False
"1ASHBURTON PLACE, BOSTON, MA, USA",NA,NA,,
"1361 MIDDLEBORO AVENUE, E TAUNTON, MA, USA",41.883925,-70.99657,POINT (241784.1849448653 848300.2149055104),True
"8 NEW BOND ST, WORCESTER, MA, USA",42.3070769,-71.80426585048123,POINT (174913.8041079325 895221.8246267273),False
"251 CAUSEWAY ST /SUITE 400, BOSTON, MA, USA",NA,NA,,
"ONE SOUTH STATION, BOSTON, MA, USA",NA,NA,,
"ONE ASHBURTON PLACE 15TH FLOOR, BOSTON, MA, USA",NA,NA,,
"ATTN MIGUEL GOMES VP ADMIN/FIN 131 SUMMER STREET, BRIDGEWATER, MA, USA",NA,NA,,
"nan, BOSTON, MA, USA",42.3602534,-71.0582912,POINT (236387.4574438666 901177.9382187419),False
"251 CAUSEWAY ST, SUITE 600, BOSTON, MA, USA",NA,NA,,
"251 CAUEWAY ST, SUITE 600, BOSTON, MA, USA",NA,NA,,
"BLACKSTONE RIVER HERITAGE PARK, BOSTON, MA, USA",NA,NA,,
"10 PARK PLAZA - ROOM 6160, BOSTON, MA, USA",NA,NA,,
"593 SPRINGS ROAD, BEDFORD, MA, USA",42.526060399946,-71.27645931842217,POINT (218366.8143900555 919525.462678124),False
"322 CONCORD TURNPIKE, BELMONT, MA, USA",42.4024461,-71.1562343,POINT (228300.1802312236 905827.4013881905),False
"BEAVER BROOK RESERVATION, BOSTON, MA, USA",NA,NA,,
"METROPOLITAN DIST WATER, BELMONT, MA, USA",NA,NA,,
"66 MILL STREET, BELMONT, MA, USA",42.392668549999996,-71.19655428212583,POINT (224984.7552058663 904728.7470866411),True
"LITTLE SPY POND, BELMONT, MA, USA",NA,NA,,
"PO BOX 111, MIDDLEBORO, MA, USA",NA,NA,,
"15 ASHBURTON PLACE, BOSTON, MA, USA",42.359287,-71.06265185714285,POINT (236028.7851395134 901068.7439621793),False
"251 CAUSEWAY ST, STE 600, BOSTON, MA, USA",42.366041249999995,-71.05934954879032,POINT (236296.9514061136 901820.3748212329),False
"9 DALE AV, GLOUCESTER, MA, USA",42.6140868,-70.6627077,POINT (268697.5916552031 929616.7903465586),False
"1 ASHBURTON PL, BOSTON, MA, USA",42.3593842,-71.0623249,POINT (236055.6642662642 901079.6786378003),False
"50 MAPLE ST, MILFORD, MA, USA",42.1293947,-71.48405140519455,POINT (201318.6271724667 875441.3965812648),False
"RT 128, MANCHESTER, MA, USA",NA,NA,,
"RTE 128, MANCHESTER, MA, USA",NA,NA,,
"PINE ST, MANCHESTER, MA, USA",42.578905,-70.777677,POINT (259298.0070546097 925622.5703788429),False
"251 CAUSWAY ST 4TH FLOOR, BOSTON, MA, USA",NA,NA,,
"1O PARK PLAZA, BOSTON, MA, USA",42.351257,-71.06771,POINT (235616.6188604821 900174.6857063083),False
"251 CAUSWAY ST 4TH FLOOR, MIDDLEBORO, MA, USA",NA,NA,,
"251 CAUSEWAY ST 4TH FLOOR, MIDDLEBORO, MA, USA",NA,NA,,
"251 CAUSEWAY ST 4TH FLOOR, BOSTON, MA, USA",NA,NA,,
"10 CAMBRIDGE ST, BOSTON, MA, USA",42.36137009035314,-71.06947188351539,POINT (235465.7875812275 901297.2656811387),False
"251 CAUSEWAY ST, SUITE 400, BOSTON, MA, USA",NA,NA,,
"10 PARK PLAZA-RM3170, BOSTON, MA, USA",NA,NA,,
"10 PARK PLAZA, RM 5750, BOSTON, MA, USA",NA,NA,,
"60 VINE ST, MIDDLEBORO, MA, USA",41.889230999999995,-70.92138194011335,POINT (248020.6311953619 848929.1154565423),False
"1 ELM ST, MIDDLEBORO, MA, USA",41.890080299999994,-70.91838688341835,POINT (248268.5496832321 849025.1345666687),False
"158 WEST GROVE ST, MIDDLEBORO, MA, USA",41.890538,-70.930038,POINT (247301.2888053234 849069.4423740057),False
"168 WEST GROVE ST057, MIDDLEBORO, MA, USA",NA,NA,,
"326 WEST GROVE ST, MIDDLEBORO, MA, USA",41.89372,-70.9425762,POINT (246258.4457844471 849415.9792804302),False
"WEST GROVE ST, MIDDLEBORO, MA, USA",41.9023775,-70.9586229,POINT (244920.7072073278 850368.9616585706),False
"68 VINE ST, MIDDLEBORO, MA, USA",41.89075062210763,-70.92076013952764,POINT (248071.0886514322 849098.244474778),False
"251 CAUSEWAY ST STE 600, BOSTON, MA, USA",42.366041249999995,-71.05934954879032,POINT (236296.9514061136 901820.3748212329),False
"BEDFORD ST, BRIDGEWATER, MA, USA",41.9886833,-70.9763942,POINT (243387.3096183127 859945.5084150777),False
"251 CAUSEWAY STREET 4TH FLR, BOSTON, MA, USA",NA,NA,,
"251 CAUSEWAY ST 4TH FLR, BOSTON, MA, USA",NA,NA,,
"P.O.BOX 43, NORFOLK, MA, USA",NA,NA,,
"108 NORTH ST, NORFOLK, MA, USA",42.165881,-71.03888853972222,POINT (238102.5251642751 879596.8808497452),False
"P.O.BOX 45, NORFOLK, MA, USA",42.1635682,-71.0464223,POINT (237481.3680540033 879336.6579393564),False
"100 CAMBRIDGE ST ROOM 1404, BOSTON, MA, USA",NA,NA,,
"ADDRESS UNKNOWN, BOSTON, MA, USA",NA,NA,,
"MARBLEHEAD ST, NORTH READING, MA, USA",42.59789,-71.079541,POINT (234506.8186179034 927565.4546885461),False
"HAROLD PARKER STATE FOREST, NORTH READING, MA, USA",42.60079045,-71.07931570200634,POINT (234523.7194753778 927887.7346053419),True
"PO BOX 288, WESTBOROUGH, MA, USA",NA,NA,,
"P.O. BOX 288, WESTBOROUGH, MA, USA",NA,NA,,
"251 CAUSEWAY ST  SUITE 400, BOSTON, MA, USA",NA,NA,,
"10 PARK PLAZA ROOM 6160, BOSTON, MA, USA",NA,NA,,
"C/O TRANSIT RLTY ASSOC LLC, BOSTON, MA, USA",NA,NA,,
"100 CAMBRIDGE ST, ROOM 1901, BOSTON, MA, USA",NA,NA,,
"MASS FISH & WILDLIFE, BOSTON, MA, USA",NA,NA,,
"251 CAUSEWAY ST SUITE 900, BOSTON, MA, USA",NA,NA,,
"C/O TRANSIT RLTY ASSOC, LLC, BOSTON, MA, USA",NA,NA,,
"251 CAUSEWAY ST   STE 400, BOSTON, MA, USA",42.366041249999995,-71.05934954879032,POINT (236296.9514061136 901820.3748212329),False
"251 CAUSEWAY ST # 400, BOSTON, MA, USA",42.366041249999995,-71.05934954879032,POINT (236296.9514061136 901820.3748212329),False
"20 SOMERSET ST., BOSTON, MA, USA",42.359707900000004,-71.06184132332245,POINT (236095.3162512784 901115.8382367596),False
"RT 95 MARSHLAND, SAUGUS, MA, USA",NA,NA,,
"REAL PROPERTY DEPT 8TH FL, BOSTON, MA, USA",NA,NA,,
"9-17 BANFIELD AV, BOSTON, MA, USA",42.27645857357897,-71.08782546928819,POINT (233999.4549582058 891858.2934275331),False
"PIERPOINT ST, SAUGUS, MA, USA",NA,NA,,
"WINSTON ST, SAUGUS, MA, USA",42.444121,-70.989976,POINT (241959.4183140284 910525.0020131111),False
"20 SOMERSET STREET, BOSTON, MA, USA",42.359707900000004,-71.06184132332245,POINT (236095.3162512784 901115.8382367596),False
"EASTERN AV, SAUGUS, MA, USA",42.448929,-70.98722,POINT (242182.9396508908 911060.4198212234),False
"BALLARD STREET, SAUGUS, MA, USA",42.4495416,-70.9806482,POINT (242723.1361909235 911131.7365226627),False
"53 HOUSTON AVE, SAUGUS, MA, USA",42.4563024,-70.98430149243292,POINT (242418.070773713 911880.8837769995),False
"47 LINCOLN AV, SAUGUS, MA, USA",42.4578249,-70.9898948747978,POINT (241956.9889320846 912047.2325178952),False
