,Unnamed: 0,objectid,mapc_id,muni_id,muni,parloc_id,poly_typ,map_num,mappar_id,loc_id_cnt,land_value,bldg_value,othr_value,total_value,ls_price,ls_date,bldg_area,res_area,luc_1,luc_2,luc_adj_1,luc_adj_2,num_units,units_est,units_src,num_rooms,yr_built,site_addr,addr_str,addr_num,addr_zip,owner_name,owner_addr,owner_city,owner_stat,owner_zip,fy,lot_areaft,far,pct_imperv,pct_bldg,pct_pave,landv_pac,bldgv_psf,totv_pac,bldlnd_rat,sqm_imperv,sqm_bldg,sqm_pave,realesttyp,temp,shape,FullOwnerAddress,std_name,matchAgencyList,std_binary
3277,876821,876796,1592694,35,Boston,M_228581_892828,Boston_poly,,2005724000,1.0,165800.0,0.0,0.0,165800.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0,48 RAILROAD ST,RAILROAD ST,48,02132,MASS BAY TRANSPORTATION AUTH,10 PARK PLZ #5750,BOSTON,MA,02116,2017.0,9369.4088259,0.0,90.48271691,0.0,0.0,770832.83846407,-0.9999,770832.83846408,0.0,787.60336028,-0.9999,0.0,12.0,,4C00000008000000080010006A6900003403210101000000ABB2E3E5B21589B5A8C3A41182DB0EB2CA078E9F09BAD604E8AD13948918C48326F8E922DC64F856B49409C4F20F848619B4870F,10 PARK PLZ #5750 BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
6295,357171,357164,621233,243,Quincy,F_790111_2914329,FEE,1166,1166-70-,1.0,217500.0,0.0,0.0,217500.0,0.0,19800825.0,0.0,0.0,972V,972V,972.0,972.0,0.0,1.0,loc_idcn,0.0,0.0,SCHOOL ST,SCHOOL ST,,,MASS BAY TRANSPORTATION,119 SCHOOL STREET (-121),QUINCY,MA,02169,2018.0,12038.61175212,0.0,25.50801469,0.0,0.0,786992.73596324,-0.9999,786992.73596324,0.0,285.28754077,-0.9999,0.0,12.0,,4700000007000000080010006A6900002F010401010000008BCFCCDAB315838FEF97A411AE9A0A969D3AD8A330DEB50E989403F0AF13BAA312F6CE02DE8A03E4C615B6DA13EE22,119 SCHOOL STREET (-121) QUINCY MA,MASS BAY TRANSPORTATION,0,1
6298,893993,893968,1609866,35,Boston,M_231655_894107,Boston_poly,,1905052040,1.0,636300.0,0.0,0.0,636300.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,119 -141 HYDE PARK AV,HYDE PARK AV,119 -141,02130,MASS BAY TRANSPORTATION,119-141  HYDE PARK    AV,JAMAICA  PLAIN    MA,MA,02130,2017.0,37459.20508741,0.0,3.95825715,0.0,0.0,739931.02457256,-0.9999,739931.02457256,0.0,137.75021985,-0.9999,0.0,12.0,,600000000B000000080010006A69000088012101010000008BE7D682B3158BF69ECFA4118CDA28FCB1128ACE15AAEA2F888205BEBF0A9AA40598BA099E940596D70982B605BAB8098491059ED709A0E605BAB00AECD225968415D0BE38C2D06D,119-141  HYDE PARK    AV JAMAICA  PLAIN    MA MA,MASS BAY TRANSPORTATION,0,1
6350,883304,883269,1599167,35,Boston,M_232412_895772,Boston_poly,,1900457000,1.0,1107500.0,0.0,0.0,1107500.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0, GREEN ST,GREEN ST,,02130,MASS BAY TRANSPORTATION AUTH,12 OAKDALE,JAMAICA PLAIN,MA,02130,2017.0,89899.39780569,0.0,43.85768215,0.0,0.0,536629.84600043,-0.9999,536629.84600043,0.0,3662.96017397,-0.9999,0.0,12.0,,F60000002E000000080010006A6900009E032101010000009BE2F889B3159DB8A8DEA41194FB19B0C6349AF106B8901082B606A8850FB6D60A828219A2EF16BACF3AB681158CA83BB2B514B68C40C6E32392DF0AC6B13AF0C4A601E6C907F6D213E417D63EE819D23DF41BDC3CF81DDA3BF61FDC3AC622C039F223C638F425E236F427DC35E629FA33D22BDC32CA2DF030EE2ED62FDC30E82DF631FC2BE233C02AF434D428D036DC26E837E624F838E222FE39E820C23BDE1ECA3CDC1CFE3CD21AD219F409EE24D80EFC39D618D63FCE1BE836C018D88901D837F6AB28DAE256B4CA0EC0AC08B825BA038AB90390A201B2E414F8C70B,12 OAKDALE JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
7263,826517,826492,1542390,35,Boston,M_232682_896381,Boston_poly,,1101241000,1.0,78000.0,0.0,0.0,78000.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0,126 124 BOYLSTON ST,BOYLSTON ST,126 124,02130,MASS BAY TRANSPORTATION AUTH,126 BOYLSTON,JAMAICA PLAIN,MA,2130.0,2017.0,8111.6155287,0.0,5.08437124,1.46449777,3.61987347,418866.0061586,-0.9999,418866.0061586,0.0,38.31548698,11.03635882,27.27912816,12.0,,4800000007000000080010006A690000300321010100000091C9FA8CB31587E6BCE5A411E8F60E968307FCB612F48B38B6FC01C09B019CC00DE2A608AAE11488DB38D8F102B8EE01,126 BOYLSTON JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
9312,836056,836044,1551942,35,Boston,M_235938_892642,Boston_poly,,1604850000,1.0,117700.0,0.0,0.0,117700.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0,14 BEALE ST,BEALE ST,14,02124,MASS BAY TRANSPORTATION AUTH,14 BEALE,DORCHESTER,MA,2124.0,2017.0,10356.93905563,0.0,87.18802887,35.43506575,51.75296312,495031.58920431,-0.9999,495031.58920431,0.0,838.91511321,340.95291037,497.96220283,12.0,,4800000007000000080010006A690000300121010100000093B78BACB315999CC2C1A411E6E50CB6A71EDA881A80CB05C4EB09E0D60390CF03D6E609B6FE0CC49123BE8A2084DB0C,14 BEALE DORCHESTER MA,MASS BAY TRANSPORTATION AUTH,0,1
9769,889739,889708,1605606,35,Boston,M_232287_895441,Boston_poly,,1102529000,1.0,532800.0,0.0,0.0,532800.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,141 GREEN ST,GREEN ST,141,02130,MASS BAY TRANSPORTATION AUTH,141 GREEN ST,JAMAICA PLAIN,MA,02130,2017.0,79908.19989827,0.0,56.26467286,0.0,0.0,290442.88357824,-0.9999,290442.88357824,0.0,4176.92698677,-0.9999,0.0,12.0,,9200000017000000080010006A690000BA01210101000000BD9C9589B315AF90A0DCA411B6FE49B0C29501FE028E048ADF068ED00DB61CBA50B2128A5696088859DA02B459C20D8A58D6179054C2218C4EFA298446EC318A3CCA38AC30CC3DBE23EA409416DCCE1BB68D0DE8A60AD8DC16988405EABF02D2EE4CD8EE9A01E68A4DDCA79B0194E718F6A410AAC853B8EFA801,141 GREEN ST JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
11176,829461,829446,1545344,35,Boston,M_236938_896808,Boston_poly,,1302364000,1.0,449700.0,0.0,0.0,449700.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,151 MT VERNON ST,MT VERNON ST,151,02127,MASS BAY TRANSPORTATION AUTH,151 MOUNT VERNON,DORCHESTER,MA,2125.0,2017.0,33860.65315318,0.0,74.52692818,4.31306709,70.21386109,578516.07030084,-0.9999,578516.07030084,0.0,2344.43550852,135.67857813,2208.75693039,12.0,,AC0000001F000000080010006A6900009402210101000000B9D5A5B5B315A3BEF4E8A411808B3FB2AC36BC8F02B2BB02DEE205949E09DE2D8C59E630A257E433B255DA368454D6398052C03C8A50E83E8A4ED641B24BF043A449D6469047F21E881DC42AB227FE4A9042CC4DB23FD84FBA3CD0519C3ADC53A037CA55AA34EE56AC31E658AE2EEC4A8E24F4EC43828520B257DEB9048AE201D80586F904C6CF25A2D607EE9F469C96048ECB03,151 MOUNT VERNON DORCHESTER MA,MASS BAY TRANSPORTATION AUTH,0,1
12072,836600,836589,1552487,35,Boston,M_235893_898112,Boston_poly,,0801026003,1.0,483500.0,0.0,0.0,483500.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,17 MOORE ST,MOORE ST,17,02118,MASS BAY TRANSPORTATION,17 MOORE ST,BOSTON,MA,2118.0,2017.0,32446.5428505,0.0,100.00004306,46.85824633,53.14179673,649106.44246571,-0.9999,649106.44246571,0.0,3014.3824683000007,1412.48615409,1601.89631422,12.0,,6C0000000D000000080010006A69000094012101010000009791EAABB31593A7F2F5A411E2D00698A603F4D507AAC903EEE507AEA503DCF4078C8103F4810886DC02EA8D08AAB602D29808BC9002E0A108A4EA01DCA708A6C301F68F17E2DA30B4A843C684208ED81AB6F538,17 MOORE ST BOSTON MA,MASS BAY TRANSPORTATION,0,1
14011,866157,866154,1582052,35,Boston,M_228897_898414,Boston_poly,,2102428000,1.0,806800.0,0.0,0.0,806800.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0,1945 BEACON ST,BEACON ST,1945,02135,MASS BAY TRANSPORTATION AUTH,1945 BEACON,BRIGHTON,MA,2135.0,2017.0,24230.1805429,0.0,100.00004306,15.22134062,84.77870244,1450431.12401827,-0.9999,1450431.12401827,0.0,2251.05743219,342.64097174,1908.41646045,12.0,,780000000F000000080010006A690000A001210101000000A794DDE8B215BDB4FAF8A411CC990DD69104DCC50DC49A04ACEF05D2DC1298D605FEDC12C8A63FDAE013B8E607E2E309906AD48501B6C2B10186D137F69C02BC8C07C6844ED6B518C6B2078AF716F0AA08CCD602CCC805D0DF01D48F06A0C313,1945 BEACON BRIGHTON MA,MASS BAY TRANSPORTATION AUTH,0,1
14198,889314,889283,1605181,35,Boston,M_232475_896044,Boston_poly,,1900429000,1.0,100900.0,0.0,0.0,100900.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,2 LAWNDALE TE,LAWNDALE TE,2,02130,MASS BAY TRANSPORTATION AUTH,2 LAWNDALE TERR,JAMAICA PLAIN,MA,02130,2017.0,3587.06786463,0.0,3.83070746,0.0,0.0,1225291.56566557,-0.9999,1225291.56566557,0.0,12.76580831,-0.9999,0.0,12.0,,580000000A000000080010006A6900008001210101000000A1F9FC8AB315B9D993E2A411CC8607A6C202EAEA05BE8A02EEBE05E0AC08C8D10BC69E1082F209CACB03A20DFC0486A706D4A502AEA803D69A0194B10AB28C1B,2 LAWNDALE TERR JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
16174,888044,889097,1604995,35,Boston,M_232528_896215,Boston_poly,,1900408000,1.0,51100.0,0.0,0.0,51100.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,224 LAMARTINE ST,LAMARTINE ST,224,02130,MASS BAY TRANSPORTATION AUTH,224 LAMARTINE,JAMAICA PLAIN,MA,02130,2017.0,2889.79793857,0.0,0.0,0.0,0.0,770267.00389339,-0.9999,770267.00389339,0.0,-0.9999,-0.9999,0.0,12.0,,3C00000005000000080010006A6900002401210101000000A3DEBD8BB315B5BCDCE3A411D4F41690F907C6C405D6BF0FB48417FEFE07A6B30584C50F,224 LAMARTINE JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
16250,894292,894268,1610166,35,Boston,M_232528_896201,Boston_poly,,1900409000,1.0,74800.0,0.0,0.0,74800.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,226 LAMARTINE ST,LAMARTINE ST,226,02130,MASS BAY TRANSPORTATION AUTH,226 LAMARTINE,JAMAICA PLAIN,MA,02130,2017.0,4275.01458313,0.0,0.0,0.0,0.0,762170.03161921,-0.9999,762170.03161921,0.0,-0.9999,-0.9999,0.0,12.0,,4200000006000000080010006A6900002A03210101000000A7D8C28BB315B7ABC9E3A411EAAD0ABACB03F48417BEFE07DABE05F0E80F9EB221F8CA0B9ABE05B0E80F,226 LAMARTINE JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
16444,836742,836731,1552629,35,Boston,M_235851_898023,Boston_poly,,0801026001,1.0,1300300.0,784700.0,0.0,2085000.0,0.0,,18088.0,18088.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,1965.0,230 SOUTHAMPTON ST,SOUTHAMPTON ST,230,02118,MASS BAY TRANSPORTATION,230 SOUTHAMPTON ST,BOSTON,MA,2118.0,2017.0,96801.49327045,0.18685662,100.00004306,47.87787081,52.12217224,585125.97364333,43.38235294,938235.52645262,0.60347612,8993.15300136,4305.72832208,4687.42467928,12.0,,3E00000005000000080010006A690000260221010100000089B9CFABB3159DB1B9F5A411F4A843868420E8DB4EC0E9AA01AE8148C88A13AE824A82EF9D01,230 SOUTHAMPTON ST BOSTON MA,MASS BAY TRANSPORTATION,0,1
17012,889276,889244,1605142,35,Boston,M_232512_896159,Boston_poly,,1900412000,1.0,69100.0,0.0,0.0,69100.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,238 - 240 LAMARTINE ST,LAMARTINE ST,238 - 240,02130,MASS BAY TRANSPORTATION AUTH,238 LAMARTINE,JAMAICA PLAIN,MA,02130,2017.0,3967.08848146,0.0,0.0,0.0,0.0,758741.83650532,-0.9999,758741.83650532,0.0,-0.9999,-0.9999,0.0,12.0,,3C00000005000000080010006A6900002401210101000000AFBEAD8BB3159BCC97E3A411C2B61D9E9A0ACCCD05D8C81086E01DE2B40A88A3059CE210,238 LAMARTINE JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
17562,890884,890849,1606747,35,Boston,M_232502_896089,Boston_poly,,1900415200,1.0,399600.0,0.0,0.0,399600.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0, MINOT ST,MINOT ST,,02130,MASS BAY TRANSPORTATION AUTH,240 SOUTHHAMPTON ST,BOSTON,MA,02118,2017.0,9295.87968129,0.0,44.52433482,0.0,0.0,1872504.4424817,-0.9999,1872504.4424817,0.0,384.51888318,-0.9999,0.0,12.0,,580000000C000000080010006A6900008001210101000000B3CAB58BB315B5A3B9E2A411C8C73D92D818DE6FB622C672A40BC072C20CD06FD223FC69EE39C862F64EC058C662E8E608E6AC0D9CA047D8E0188CF40490A00F,240 SOUTHHAMPTON ST BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
17563,836991,836980,1552878,35,Boston,M_235914_898031,Boston_poly,,0801026000,1.0,1322400.0,3746300.0,0.0,5068700.0,0.0,,43573.0,43573.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,1960.0,240 SOUTHAMPTON ST,SOUTHAMPTON ST,240,02118,MASS BAY TRANSPORTATION AUTH,240 SOUTHHAMPTON ST,BOSTON,MA,2118.0,2017.0,116097.1084833,0.37531512,95.39781322,47.75796746,47.63984576,496168.6363471,85.97755491,1901792.17109237,2.83295523,10289.3884034,5151.06436896,5138.32403445,12.0,,1001000029000000080010006A690000B803210101000000B393F0ABB3159D9DE2F4A411BAE70F9A8B2296AB1DB69840D2EA1598CC20F2B602BACA02E2BE04AAC204D8D2039EAE03ECEB02AAB802D6E50496F103ECFD039CFA02D0E202B8F301DCA8018874CA97048ED502EEF104A4EC02D2DF03AA8302E6B804989A02C8C204BA8502CCCB0484F101D4D30480DC01F6DA04BAC601D6E1048CB101D4E704A09B01EAEC049C8501CEB9049A67C2AC05AE60D2F704A442D88405B82CC48904F6C9089CA708E6C301A0A108E4EA01929808FC9002AA8D08EAB602B48108C6DC029CF407CC8103AEE507EEA503B4D507EAC903A2D006D8A603CED81AF6F538EE824AC2EF9D019EC741E29612BA9529A4F158,240 SOUTHHAMPTON ST BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
17804,888011,887981,1603879,35,Boston,M_232504_896138,Boston_poly,,1900417000,1.0,59300.0,0.0,0.0,59300.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,246 LAMARTINE ST,LAMARTINE ST,246,02130,MASS BAY TRANSPORTATION AUTH,246 LAMARTINE,JAMAICA PLAIN,MA,02130,2017.0,3410.79340691,0.0,0.0,0.0,0.0,757333.46814999,-0.9999,757333.46814999,0.0,-0.9999,-0.9999,0.0,12.0,,3C00000005000000080010006A6900002406210101000000B9E5A18BB315B3DCFDE2A411E6DB1A94A209C89A05DCE00FA6881BFAB10988ED0482F00F,246 LAMARTINE JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
19391,889661,889631,1605529,35,Boston,M_232491_896064,Boston_poly,,1900424000,1.0,58700.0,0.0,0.0,58700.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,254 LAMARTINE ST,LAMARTINE ST,254,02130,MASS BAY TRANSPORTATION AUTH,254 LAMARTINE   ST,JAMAICA PLAIN,MA,02130,2017.0,3424.381874800001,0.0,80.06072306,0.0,0.0,746695.92746546,-0.9999,746695.92746546,0.0,254.70146096,-0.9999,0.0,12.0,,4200000006000000080010006A6900002A03210101000000B9A68F8BB315B7FCABE2A411FC8F0FBE9D05E8A30AD6FE1A8C8607E6C202B4DB08C08F03A4D109BEB11B,254 LAMARTINE   ST JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
19392,889315,889284,1605182,35,Boston,M_232475_896073,Boston_poly,,1900426000,1.0,82900.0,0.0,0.0,82900.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0,254 LAMARTINE ST,LAMARTINE ST,254,02130,MASS BAY TRANSPORTATION AUTH,254 LAMARTINE  ST,JAMAICA PLAIN,MA,02130,2017.0,4768.20182711,0.0,92.39343984,0.0,0.0,757334.55313674,-0.9999,757334.55313674,0.0,409.28469481,-0.9999,0.0,12.0,,4800000007000000080010006A6900003001210101000000BD96808BB315B59AB1E2A411D8F21B9CE709C8FB0AC4D910909D1CD0D609C2BE05E0AB08AAEA05FE8A02A8A30A96FE1A,254 LAMARTINE  ST JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
19483,889132,889096,1604994,35,Boston,M_232464_896061,Boston_poly,,1900427000,1.0,73300.0,0.0,0.0,73300.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,256 - 258 LAMARTINE ST,LAMARTINE ST,256 - 258,02130,MASS BAY TRANSPORTATION AUTH,256-258 LAMARTINE,JAMAICA PLAIN,MA,02130,2017.0,4184.28653402,0.0,6.90958002,0.0,0.0,763080.62892934,-0.9999,763080.62892934,0.0,26.85980193,-0.9999,0.0,12.0,,4200000006000000080010006A6900002A01210101000000BDC9EA8AB315BDFA8FE2A411AEBE05A0AC0882BE05A0AB08D09D1C90D609F0A00BC4BF1090C11CCCEF09,256-258 LAMARTINE JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
22986,851803,851792,1567690,35,Boston,M_232198_895347,Boston_poly,,1901184000,1.0,32700.0,0.0,0.0,32700.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,3 CROSBY SQ,CROSBY SQ,3,02130,MASS BAY TRANSPORTATION AUTH,3 CROSBY  SQ,JAMAICA PLAIN,MA,2130.0,2017.0,1760.75901117,0.0,38.50745808,0.0,0.0,808976.12391433,-0.9999,808976.12391434,0.0,62.99042075,-0.9999,0.0,12.0,,3C00000005000000080010006A6900002401210101000000B5F09A88B315B1AFC0DBA411E6D108FC8A0E82810DC6E207A0D307A48110FC820C9EEB05,3 CROSBY  SQ JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
23020,123184,123129,288983,107,Gloucester,M_270520_931402,FEE,264,264_28,1.0,402200.0,2937000.0,74900.0,3414100.0,2550000.0,20010130.0,45760.0,45760.0,9720,9720,972.0,972.0,0.0,1.0,loc_idcn,0.0,1984.0,3 POND RD,POND RD,3,1930.0,CAPE ANN TRANSPORTATION AUTHORITY,3 POND RD,GLOUCESTER,MA,01930,2019.0,257396.93811946,0.17777989,53.58429123,14.11826516,39.46602606,68065.42505128,64.18269231,577777.64213723,7.4885629,12813.58355886,3376.09337052,9437.49018834,12.0,,CD0000001E000000080010006A690000B5026E010100000087928DF7B51595BFCCB2A711FAD51DACEE32F68E0484EE0DE697228CCD1AF29107AE9D06D6D005AE23F68510B2DE40FECD2FF8D302DEDD61ECE504D4A4149AA30DECE504A4FA09F89405BA8007E098219CCA02AEB704D4B252BC8504C6D61DA2B207C4E215AE8E15EAF03EBEF31188EB0484D028BCFC0A8AD3178AE506B2970690E20190AF3380F70498B816A23B94D0089653BE8201EE23B6F61CA43BB0851CB6F61898F009F682229C9806D8A915BCD8179AC908,3 POND RD GLOUCESTER MA,CAPE ANN TRANSPORTATION AUTHORITY,0,1
27042,833028,833015,1548913,35,Boston,M_231536_894124,Boston_poly,,1902850000,1.0,102100.0,0.0,0.0,102100.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0,3853 3857 WASHINGTON ST,WASHINGTON ST,3853 3857,02131,MASS BAY TRANSPORTATION AUTH,3853 WASHINGTON,ROSLINDALE,MA,2131.0,2017.0,10285.12676519,0.0,51.74765613,0.0,0.0,432418.19974962,-0.9999,432418.19974961,0.0,494.45875461,-0.9999,0.0,12.0,,3C00000005000000080010006A690000240121010100000097DC9782B315AF91D2CFA411E2ED39A2DF2AC4950EDE940DA0FE3BCC9A2D86840C88CF0F,3853 WASHINGTON ROSLINDALE MA,MASS BAY TRANSPORTATION AUTH,0,1
29732,116485,116451,276233,101,Franklin,M_205087_871135,FEE,272,272-010-000-000,1.0,223100.0,0.0,120000.0,343100.0,0.0,,0.0,0.0,972,972,972.0,972.0,0.0,1.0,loc_idcn,0.0,0.0,1112  WEST CENTRAL ST,WEST CENTRAL ST,1112,2038.0,MASS BAY TRANSPORTATION AUTHOR,45 HIGH STREET - 9TH FLOOR,BOSTON,MA,02110,2019.0,188842.08868431,0.0,64.08651905,0.0,0.0,51462.23528721,-0.9999,79142.50527585,0.53787539,11243.33670048,-0.9999,0.0,12.0,,740000000E000000080010006A6900009C0115010100000099BE8886B115999389F4A2119ACF73BAB9C601F27BC640DCBF8602D6E99501CCD30BC4B907D0920BF49708D0CB0AC4F208EAFE09E4C709E4AC09FC970AE0D508F2E20AEEF907F6A70BEE9907F2E60BDEDC02E8A205888DE30180A623,45 HIGH STREET - 9TH FLOOR BOSTON MA,MASS BAY TRANSPORTATION AUTHOR,0,1
29733,116486,116452,276234,101,Franklin,M_204998_871003,FEE,272,272-011-000-000,1.0,214200.0,132100.0,92000.0,438300.0,0.0,,1421.0,1421.0,972,972,972.0,972.0,1.0,1.0,units_nu,0.0,1960.0,0  WEST CENTRAL ST,WEST CENTRAL ST,0,2038.0,MASS BAY TRANSPORTATION AUTHOR,45 HIGH STREET - 9TH FLOOR,BOSTON,MA,02110,2019.0,152303.38169768,0.00933006,77.10375252,0.23729139,76.86646114,61262.93386263,92.96270232,125357.34786177,1.04621849,10909.75002579,33.57540474,10876.17462104,12.0,,670000000C000000080010006A6900008F0115010100000095ADBB85B115B9DE84F3A211BEDC38BAB061C4B1E001C8A122E4CA17EEDF2ACC8D0BCEAF1398A036E4AD3498ED17A0E20A8C9D1896F309BCC818A28209A4F0188C9008849419A29C0796B319A8A706,45 HIGH STREET - 9TH FLOOR BOSTON MA,MASS BAY TRANSPORTATION AUTHOR,0,1
31011,855873,855868,1571766,35,Boston,M_232209_895342,Boston_poly,,1901183000,1.0,35000.0,0.0,0.0,35000.0,0.0,,0.0,0.0,986.0,986.0,986.0,986.0,0.0,1.0,loc_idcn,0.0,0.0,5 CROSBY SQ,CROSBY SQ,5,02130,MASS BAY TRANSPORTATION AUTH,5 CROSBY SQ,JAMAICA PLAIN,MA,2130.0,2017.0,2029.8041061,0.0,97.28252228,0.0,0.0,751106.96417259,-0.9999,751106.96417259,0.0,183.45041022,-0.9999,0.0,12.0,,4200000006000000080010006A6900002A022101010000008BDCB488B315A1EFB3DBA411DAE80DB2D406E0D307E48110A4A604F0C802ACE608E69B05AAAE08889111,5 CROSBY SQ JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
31028,891625,891596,1607494,35,Boston,M_232540_896178,Boston_poly,,1900406000,1.0,525500.0,0.0,0.0,525500.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0,5 LAMARTINE CT,LAMARTINE CT,5,02130,MASS BAY TRANSPORTATION AUTH,5 LAMARTINE CT,JAMAICA PLAIN,MA,02130,2017.0,31465.42938313,0.0,36.05021277,0.0,0.0,727489.83404213,-0.9999,727489.83404213,0.0,1053.83163907,-0.9999,0.0,12.0,,660000000C000000080010006A6900008E012101010000009189E58BB315BBD6CEE3A411EEAA27BAE50DE6B305C4C50FAAAD0AFACB03DABE05F0E80FDEB221B8CA0BDCDA07F08417E68404D6A20C82B61DDE9A0AC8A305DCE210BAB722ECED0BB0B51AA8DA53,5 LAMARTINE CT JAMAICA PLAIN MA,MASS BAY TRANSPORTATION AUTH,0,1
31091,94229,94203,188145,78,Dover,M_216224_886266,FEE,16,16-50-0,1.0,243500.0,0.0,0.0,243500.0,0.0,19751024.0,0.0,0.0,929,929,929.0,929.0,0.0,1.0,loc_idcn,0.0,0.0,0  CENTRE ST,CENTRE ST,0,2030.0,MASS BAY TRANSPORTATION AUTH,50 ARBORWAY,BOSTON,MA,02130,2019.0,244364.67930167,0.0,0.0,0.0,0.0,43405.86385198,-0.9999,43405.86385198,0.0,-0.9999,-0.9999,0.0,12.0,,1501000029000000080010006A690000BD030B0101000000A98BFEF0B115939AAD89A411C2B217A431FEB20BF2961BC2D30AE0BD1BC2F209E2E11BCA9009FA821CD6AD08E8A11CEEC907E4BD1CDCE506F2D61CDC8006D0ED1CF89A05FA801DF4B404F6911DD6CE03F89F1DD6FC08DCB950E4E80FC4C84FF2C007FA9B1EF0AF08EAFE1DF69D09CCDE1DFC8A0AE4BA1DC0F70AF4931DF8E10BC2EA1CE0CB0CC6BD1CF4B30DCC8D1CEC9A0ED2DA1BC2800FDEA41BF6E30FECEB1AFAC510C8B01AD0E605EEEB4986B1549AAF7F88A90CB889139CBF0BBECA1386D30AA287148EE40996BF1486F3089CF214B8FF07A8A015B28A07B6C91584940682EE15BA9B058A8D16A0A20484A71682AC1BAECF9A0186E9568EC68C03,50 ARBORWAY BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
31178,880342,880312,1596210,35,Boston,M_234763_893969,Boston_poly,,1700173000,1.0,41700.0,0.0,0.0,41700.0,0.0,,0.0,0.0,985.0,985.0,985.0,985.0,0.0,1.0,loc_idcn,0.0,0.0, NORWELL ST,NORWELL ST,,02124,MASS BAY TRANSPORTATION AUTH,50 HIGH,BOSTON,MA,02110,2017.0,6660.69488481,0.0,5.93238092,0.0,0.0,272712.0865638,-0.9999,272712.0865638,0.0,36.70948637,-0.9999,0.0,12.0,,4F00000009000000080010006A6900003702210101000000A1ECE0A0B31599CFB7CEA411FAA30DEAF801FA068077ECCB06FC9201E603823BF2A903F23D98CE04C2AA2798B017A6A502F8DA04B29B27,50 HIGH BOSTON MA,MASS BAY TRANSPORTATION AUTH,0,1
