,YEAR,STATEFIP,CITY,CNTRY,MORTGAGE,RENT,RENTGRS,VACANCY,KITCHEN,FRIDGE,PHONE,CINETHH,FAMSIZE,SEX,AGE,MARST,RACE,RACED,CITIZEN,SCHOOL,EDUC,EDUCD,GRADEATT,GRADEATTD,EMPSTAT,EMPSTATD,INCTOT,FTOTINC
7794071,2018,25,810,840,0,1400,1960,0,4,2,2,1,3,2,40,6,2,200,0,1,6,63,0,0,1,10,42000,69000
7794072,2018,25,810,840,0,1400,1960,0,4,2,2,1,3,1,21,6,2,200,0,1,6,63,0,0,2,20,27000,69000
7794114,2018,25,810,840,0,2000,2040,0,4,2,2,1,2,2,33,6,1,100,0,1,10,101,0,0,1,10,157000,157000
7794115,2018,25,810,840,0,2000,2040,0,4,2,2,1,2,1,35,4,1,100,0,1,11,114,0,0,1,10,105000,157000
7794157,2018,25,7570,840,0,1100,1100,0,4,2,2,1,2,1,27,6,1,100,0,1,2,26,0,0,3,30,7200,7200
7794158,2018,25,7570,840,0,1100,1100,0,4,2,2,1,2,2,26,6,1,100,0,1,6,63,0,0,1,10,15600,7200
7794199,2018,25,7570,840,0,420,420,0,4,2,2,2,2,2,79,1,1,100,2,1,10,101,0,0,3,30,13100,26000
7794200,2018,25,7570,840,0,420,420,0,4,2,2,2,2,1,88,1,1,100,2,1,10,101,0,0,3,30,12900,26000
7794201,2018,25,3770,840,0,410,410,0,4,2,2,3,1,2,74,6,6,660,2,1,2,23,0,0,3,30,8700,8700
7794230,2018,25,6670,840,0,1000,1270,0,4,2,2,1,2,2,50,6,1,100,0,1,6,63,0,0,3,30,1800,29200
7794231,2018,25,6670,840,0,1000,1270,0,4,2,2,1,2,1,52,6,1,100,0,1,6,63,0,0,1,10,27400,29200
7794255,2018,25,7570,840,0,950,1120,0,4,2,2,1,2,1,55,4,7,700,0,1,7,71,0,0,1,10,45000,45000
7794256,2018,25,7570,840,0,950,1120,0,4,2,2,1,2,2,51,4,7,700,0,1,7,71,0,0,1,10,70000,45000
7794315,2018,25,3770,840,0,900,960,0,4,2,2,3,1,1,51,6,1,100,0,1,2,25,0,0,2,20,3600,3600
7794318,2018,25,810,840,0,1400,1607,0,4,2,2,1,2,1,34,6,1,100,0,1,6,63,0,0,1,10,70000,140000
7794319,2018,25,810,840,0,1400,1607,0,4,2,2,1,2,1,32,6,1,100,0,1,6,63,0,0,1,10,70000,140000
7794320,2018,25,810,840,0,1400,1607,0,4,2,2,1,1,1,33,6,1,100,0,1,7,71,0,0,1,10,45000,45000
7794418,2018,25,3770,840,0,1100,1360,0,4,2,2,1,4,1,45,1,6,660,2,1,6,65,0,0,1,10,80000,133500
7794419,2018,25,3770,840,0,1100,1360,0,4,2,2,1,4,2,43,1,6,660,2,1,6,63,0,0,1,10,33000,133500
7794420,2018,25,3770,840,0,1100,1360,0,4,2,2,1,4,2,21,6,6,660,0,1,6,65,0,0,1,10,20500,133500
7794422,2018,25,6670,840,0,1100,1480,0,4,2,2,1,3,2,54,3,8,830,0,1,6,63,0,0,3,30,13000,43000
7794423,2018,25,6670,840,0,1100,1480,0,4,2,2,1,3,2,29,6,8,830,0,1,7,71,0,0,1,10,30000,43000
7794426,2018,25,810,840,0,1000,1000,0,4,2,2,3,1,2,67,3,1,100,2,1,11,114,0,0,1,10,44100,44100
7794431,2018,25,6670,840,0,850,1237,0,4,2,2,1,4,1,32,1,2,200,0,1,11,114,0,0,1,10,61000,91000
7794432,2018,25,6670,840,0,850,1237,0,4,2,2,1,4,2,29,1,1,100,0,2,6,63,6,60,1,10,30000,91000
7794437,2018,25,3770,840,0,1300,1340,0,4,2,2,1,1,1,28,6,6,610,3,1,11,114,0,0,1,10,89000,89000
7794473,2018,25,810,840,0,2100,2170,0,4,2,2,1,3,2,42,3,1,100,2,1,11,114,0,0,1,10,59000,63000
7794474,2018,25,810,840,0,2100,2170,0,4,2,2,1,3,1,21,6,1,100,2,2,6,63,6,60,1,10,4000,63000
7794542,2018,25,810,840,0,1700,1720,0,4,2,2,1,1,1,22,6,8,815,0,1,10,101,0,0,1,10,9000,9000
7794558,2018,25,3770,840,0,1100,1190,0,1,2,2,3,1,2,90,4,1,100,0,1,6,63,0,0,3,30,9200,9200
7794571,2018,25,810,840,0,2000,2070,0,4,2,2,1,2,2,28,6,1,100,0,1,10,101,0,0,1,10,72000,72000
7794572,2018,25,810,840,0,2000,2070,0,4,2,2,1,2,1,29,6,1,100,0,1,10,101,0,0,1,10,50000,72000
7794586,2018,25,7570,840,0,1200,1350,0,4,2,2,1,1,2,33,6,1,100,0,2,11,115,7,70,1,10,56000,56000
7794625,2018,25,810,840,0,210,293,0,4,2,2,2,1,2,58,6,8,830,0,1,6,63,0,0,3,30,15000,15000
7794631,2018,25,6670,840,0,1400,1520,0,4,2,2,1,1,2,47,4,1,100,0,1,10,101,0,0,1,10,63300,63300
7794678,2018,25,930,840,0,2400,2480,0,4,2,2,1,2,2,31,1,1,100,0,2,11,114,7,70,1,10,18600,108600
7794679,2018,25,930,840,0,2400,2480,0,4,2,2,1,2,1,31,1,1,100,0,2,11,114,7,70,1,14,90000,108600
7794686,2018,25,810,840,0,1800,1960,0,4,2,2,1,1,1,27,6,1,100,0,1,10,101,0,0,1,10,80000,80000
7794687,2018,25,810,840,0,1800,1960,0,4,2,2,1,1,2,25,6,1,100,0,1,10,101,0,0,1,10,53000,53000
7794699,2018,25,810,840,0,1800,2310,0,4,2,2,1,3,2,28,2,8,801,3,1,7,71,0,0,1,10,41000,116000
7794700,2018,25,810,840,0,1800,2310,0,4,2,2,1,3,1,26,6,8,801,3,2,10,101,7,70,1,10,15000,116000
7794701,2018,25,810,840,0,1800,2310,0,4,2,2,1,3,1,24,6,8,801,2,1,10,101,0,0,1,10,60000,116000
7794702,2018,25,810,840,0,1800,2310,0,4,2,2,1,1,1,28,6,8,801,3,1,10,101,0,0,1,10,73000,73000
7794704,2018,25,810,840,0,2600,2715,0,4,2,2,1,1,1,29,2,8,832,0,1,7,71,0,0,1,10,35000,35000
7794719,2018,25,810,840,0,2500,2690,0,4,2,2,1,3,1,32,1,1,100,3,1,11,114,0,0,1,10,150000,190000
7794720,2018,25,810,840,0,2500,2690,0,4,2,2,1,3,2,31,1,6,610,3,1,11,116,0,0,1,10,40000,190000
7794754,2018,25,810,840,0,2600,3000,0,4,2,2,1,4,2,47,1,1,100,3,1,7,71,0,0,1,10,37000,92500
7794755,2018,25,810,840,0,2600,3000,0,4,2,2,1,4,1,48,1,1,100,3,1,7,71,0,0,1,10,40000,92500
7794756,2018,25,810,840,0,2600,3000,0,4,2,2,1,4,1,25,6,1,100,2,1,10,101,0,0,3,30,14700,92500
7794757,2018,25,810,840,0,2600,3000,0,4,2,2,1,4,1,20,6,1,100,0,2,7,71,6,60,3,30,800,92500
7794783,2018,25,3770,840,0,930,1020,0,4,2,2,1,3,2,32,4,3,361,1,1,6,63,0,0,1,10,30000,30000
7794811,2018,25,810,840,0,3200,3250,0,4,2,2,1,1,2,23,6,1,100,0,1,10,101,0,0,1,10,30000,30000
7794812,2018,25,810,840,0,3200,3250,0,4,2,2,1,1,2,23,6,1,100,0,1,10,101,0,0,1,10,32100,32100
7794813,2018,25,810,840,0,3200,3250,0,4,2,2,1,1,2,22,6,1,100,0,1,10,101,0,0,1,10,65000,65000
7794932,2018,25,810,840,0,1300,1300,0,4,2,2,1,2,2,23,6,8,845,0,2,10,101,6,60,1,10,28000,68000
7794933,2018,25,810,840,0,1300,1300,0,4,2,2,1,2,2,48,3,8,845,3,1,2,22,0,0,1,10,40000,68000
7794934,2018,25,810,840,0,1700,1700,0,4,2,2,2,3,2,29,6,4,400,2,1,10,101,0,0,1,10,40100,61700
7794935,2018,25,810,840,0,1700,1700,0,4,2,2,2,3,1,57,1,4,400,3,1,6,63,0,0,1,10,12000,61700
7794936,2018,25,810,840,0,1700,1700,0,4,2,2,2,3,2,54,1,4,400,3,1,6,63,0,0,1,10,9600,61700
7794973,2018,25,7570,840,0,1400,1700,0,4,2,2,1,2,1,62,4,1,100,0,1,10,101,0,0,1,10,184000,204800
7794974,2018,25,7570,840,0,1400,1700,0,4,2,2,1,2,1,25,6,1,100,0,1,10,101,0,0,1,10,20800,204800
7794981,2018,25,7570,840,0,1000,1600,0,4,2,2,1,4,2,35,4,7,700,0,2,6,65,6,60,1,10,32000,32000
7795037,2018,25,810,840,0,1100,1170,0,4,2,2,1,5,1,57,1,2,200,2,2,10,101,7,70,1,10,34000,93000
7795038,2018,25,810,840,0,1100,1170,0,4,2,2,1,5,2,53,1,2,200,3,1,6,63,0,0,1,10,18000,93000
7795039,2018,25,810,840,0,1100,1170,0,4,2,2,1,5,2,21,6,2,200,2,2,6,63,6,60,1,10,41000,93000
7795054,2018,25,6670,840,0,910,1210,0,4,2,2,1,1,1,66,4,1,100,0,1,6,63,0,0,2,20,77500,77500
7795074,2018,25,930,840,0,440,490,0,4,2,2,1,1,1,59,6,1,100,0,1,10,101,0,0,2,20,6500,6500
7795096,2018,25,810,840,0,850,1030,0,4,2,2,1,1,1,39,6,2,200,0,1,10,101,0,0,1,10,31000,31000
7795154,2018,25,810,840,0,1000,1150,0,4,2,2,1,2,1,34,6,8,818,0,1,11,116,0,0,1,10,25000,25000
7795155,2018,25,810,840,0,1000,1150,0,4,2,2,1,2,2,35,6,1,100,0,1,2,26,0,0,1,10,19000,25000
7795223,2018,25,810,840,0,1300,1650,0,4,2,2,1,5,2,44,6,2,200,2,1,6,65,0,0,1,10,23600,23600
7795259,2018,25,930,840,0,1800,1970,0,4,2,2,1,2,2,32,6,4,400,2,1,11,114,0,0,1,10,90500,90500
7795260,2018,25,930,840,0,1800,1970,0,4,2,2,1,2,1,32,6,1,100,3,1,11,116,0,0,1,10,46000,90500
7795320,2018,25,6670,840,0,600,722,0,4,2,2,1,1,1,63,6,1,100,0,1,7,71,0,0,1,10,30000,30000
7795323,2018,25,810,840,0,2400,2681,0,4,2,2,1,2,2,55,1,1,100,0,1,10,101,0,0,1,10,215500,215500
7795324,2018,25,810,840,0,2400,2681,0,4,2,2,1,2,1,56,1,1,100,0,1,10,101,0,0,3,30,0,215500
7795333,2018,25,3770,840,0,1300,1370,0,4,2,2,1,1,1,29,6,1,100,0,1,10,101,0,0,1,10,36000,36000
7795343,2018,25,6670,840,0,1300,1340,0,4,2,2,1,1,1,31,6,1,100,0,1,10,101,0,0,1,10,65000,65000
7795365,2018,25,3770,840,0,850,1220,0,4,2,2,3,2,1,30,6,6,660,0,1,4,40,0,0,1,10,60000,60000
7795366,2018,25,3770,840,0,850,1220,0,4,2,2,3,2,2,32,6,6,660,0,1,6,63,0,0,2,20,9600,60000
7795370,2018,25,930,840,0,1900,1920,0,4,2,2,1,1,2,45,6,4,410,2,1,11,114,0,0,1,10,98300,98300
7795380,2018,25,810,840,0,900,1100,0,4,2,2,1,1,2,46,6,1,100,0,1,10,101,0,0,1,10,96000,96000
7795401,2018,25,3770,840,0,250,250,0,4,2,2,3,1,2,53,3,1,100,0,1,2,26,0,0,3,30,9600,9600
7795402,2018,25,810,840,0,1800,2310,0,4,2,2,1,2,1,41,1,1,100,3,1,6,63,0,0,1,10,50000,50000
7795403,2018,25,810,840,0,1800,2310,0,4,2,2,1,2,2,59,1,1,100,3,1,7,71,0,0,3,30,0,50000
7795406,2018,25,930,840,0,2100,2100,0,4,2,1,3,1,2,67,4,1,100,0,1,7,71,0,0,3,30,24000,24000
7795413,2018,25,810,840,0,2600,2850,0,4,2,2,1,1,2,25,6,1,100,0,1,10,101,0,0,1,10,74000,74000
7795414,2018,25,810,840,0,2600,2850,0,4,2,2,1,1,2,25,6,1,100,0,1,10,101,0,0,1,10,75000,75000
7795421,2018,25,810,840,0,1700,1870,0,4,2,2,1,1,1,26,6,1,100,0,1,10,101,0,0,1,10,56000,56000
7795422,2018,25,810,840,0,1700,1870,0,4,2,2,1,1,1,38,6,1,100,0,1,11,114,0,0,1,10,68000,68000
7795427,2018,25,810,840,0,250,250,0,4,2,2,1,2,1,79,3,1,100,0,1,2,23,0,0,3,30,11900,11900
7795428,2018,25,810,840,0,250,250,0,4,2,2,1,2,1,53,6,1,100,0,1,4,40,0,0,2,20,0,11900
7795429,2018,25,3770,840,0,1000,1180,0,4,2,2,1,2,2,23,6,1,100,0,1,6,64,0,0,1,10,27200,27200
7795431,2018,25,810,840,0,910,910,0,4,2,2,1,2,1,56,1,1,100,0,1,6,65,0,0,3,30,26770,43170
7795432,2018,25,810,840,0,910,910,0,4,2,2,1,2,2,71,1,1,100,0,1,6,64,0,0,3,30,16400,43170
7795433,2018,25,810,840,0,350,380,0,4,2,2,1,2,2,39,6,4,400,0,1,6,63,0,0,1,10,34300,44300
7795434,2018,25,810,840,0,350,380,0,4,2,2,1,2,2,21,6,8,811,0,2,7,71,6,60,1,10,10000,44300
7795443,2018,25,810,840,0,1700,1880,0,4,2,2,1,2,1,24,6,1,100,0,1,10,101,0,0,1,10,50000,50000
7795444,2018,25,810,840,0,1700,1880,0,4,2,2,1,2,2,24,6,1,100,0,2,11,114,7,70,1,10,15000,50000
7795445,2018,25,810,840,0,2100,2130,0,4,2,2,1,1,2,30,6,1,100,1,1,11,115,0,0,1,10,250000,250000
7795567,2018,25,7570,840,0,880,1000,0,4,2,2,1,2,2,56,4,1,100,0,1,6,63,0,0,1,10,35000,35000
7795568,2018,25,7570,840,0,880,1000,0,4,2,2,1,2,1,56,6,2,200,0,1,6,63,0,0,2,20,0,35000
7795608,2018,25,810,840,0,1500,1610,0,4,2,2,2,3,1,28,1,1,100,0,1,11,114,0,0,1,10,38000,64000
7795609,2018,25,810,840,0,1500,1610,0,4,2,2,2,3,2,28,1,1,100,0,1,10,101,0,0,1,12,26000,64000
7795646,2018,25,6670,840,0,270,270,0,4,2,2,3,1,2,60,6,1,100,0,1,6,63,0,0,3,30,9200,9200
7795657,2018,25,930,840,0,3300,3350,0,4,2,2,1,1,1,53,2,5,500,3,1,10,101,0,0,1,10,276000,276000
7795702,2018,25,7570,840,0,1000,1170,0,4,2,2,1,2,2,47,4,1,100,0,1,6,64,0,0,1,10,38000,38000
7795703,2018,25,7570,840,0,1000,1170,0,4,2,2,1,2,1,36,6,1,100,0,1,6,64,0,0,1,10,46000,38000
7795736,2018,25,810,840,0,210,240,0,4,2,2,3,1,2,48,6,1,100,0,1,6,63,0,0,3,30,9800,9800
7795737,2018,25,810,840,0,3700,4050,0,4,2,2,1,3,1,39,1,6,610,2,1,11,115,0,0,1,10,230000,430000
7795738,2018,25,810,840,0,3700,4050,0,4,2,2,1,3,2,39,1,6,610,3,1,11,115,0,0,1,10,200000,430000
7795752,2018,25,810,840,0,550,680,0,4,2,2,1,1,2,46,2,1,100,0,1,11,114,0,0,1,10,54000,54000
7795763,2018,25,3770,840,0,1000,1100,0,4,2,2,1,1,1,28,6,1,100,0,1,7,71,0,0,1,10,45000,45000
7795771,2018,25,810,840,0,930,1030,0,4,2,1,1,4,1,44,1,1,100,2,1,0,2,0,0,1,10,41000,41000
7795772,2018,25,810,840,0,930,1030,0,4,2,1,1,4,2,33,1,1,100,2,1,0,2,0,0,3,30,0,41000
7795775,2018,25,810,840,0,1700,1760,0,4,2,2,1,2,1,33,1,1,100,2,1,11,114,0,0,1,10,80000,86200
7795776,2018,25,810,840,0,1700,1760,0,4,2,2,1,2,2,26,1,1,100,2,1,11,116,0,0,1,10,6200,86200
7795777,2018,25,810,840,0,1000,1020,0,1,2,1,3,1,2,26,6,2,200,3,1,0,2,0,0,3,30,42200,42200
7795781,2018,25,3770,840,0,1100,1190,0,4,2,2,1,1,1,38,6,1,100,0,1,6,65,0,0,1,10,54000,54000
7795782,2018,25,810,840,0,2200,2330,0,4,2,2,1,2,1,26,6,1,100,0,1,10,101,0,0,1,10,104000,104000
7795783,2018,25,810,840,0,2200,2330,0,4,2,2,1,2,2,25,6,1,100,0,1,10,101,0,0,1,10,50000,104000
7795816,2018,25,6670,840,0,780,910,0,4,2,2,1,1,2,52,3,1,100,0,1,7,71,0,0,1,10,26100,26100
7795817,2018,25,6670,840,0,780,910,0,4,2,2,1,1,2,76,4,1,100,0,1,0,2,0,0,3,30,8900,8900
7795818,2018,25,810,840,0,2600,2740,0,4,2,2,1,1,2,24,6,6,610,2,1,10,101,0,0,1,10,620000,620000
7795819,2018,25,810,840,0,2600,2740,0,4,2,2,1,1,2,24,6,1,100,0,1,10,101,0,0,1,10,55000,55000
7795820,2018,25,810,840,0,2600,2740,0,4,2,2,1,1,2,24,6,1,100,0,1,10,101,0,0,1,10,40000,40000
7795825,2018,25,930,840,0,640,640,0,4,2,2,3,1,2,89,5,1,100,0,1,10,101,0,0,3,30,29000,29000
7795833,2018,25,930,840,0,2500,2500,0,4,2,2,1,2,2,41,6,6,643,3,1,11,114,0,0,1,10,50000,53000
7795834,2018,25,930,840,0,2500,2500,0,4,2,2,1,2,2,58,3,6,643,3,1,3,30,0,0,3,30,3000,53000
7795835,2018,25,930,840,0,2500,2500,0,4,2,2,1,1,1,30,6,6,643,3,1,11,114,0,0,1,10,80000,80000
7795851,2018,25,810,840,0,1600,2450,0,4,2,2,3,6,1,61,1,1,100,3,1,1,16,0,0,1,10,8800,33800
7795852,2018,25,810,840,0,1600,2450,0,4,2,2,3,6,2,60,1,1,100,3,1,1,16,0,0,3,30,0,33800
7795853,2018,25,810,840,0,1600,2450,0,4,2,2,3,6,2,30,1,1,100,3,1,2,23,0,0,3,30,0,33800
7795856,2018,25,810,840,0,1600,2450,0,4,2,2,3,6,1,33,1,1,100,3,1,2,23,0,0,1,10,25000,33800
7795874,2018,25,3770,840,0,1100,1210,0,4,2,2,1,2,1,51,1,6,662,2,1,6,63,0,0,1,10,30000,32300
7795875,2018,25,3770,840,0,1100,1210,0,4,2,2,1,2,2,50,1,6,662,2,1,6,63,0,0,1,10,2300,32300
7795878,2018,25,810,840,0,1400,1550,0,4,2,2,1,1,2,74,2,2,200,0,1,6,61,0,0,3,30,26100,26100
7795949,2018,25,810,840,0,3700,3773,0,4,2,2,1,1,1,45,6,1,100,0,1,10,101,0,0,1,10,120000,120000
7795950,2018,25,810,840,0,3700,3773,0,4,2,2,1,1,2,47,4,1,100,0,1,6,65,0,0,1,10,90000,90000
7795959,2018,25,810,840,0,1600,1660,0,4,2,2,1,2,1,70,1,4,400,2,1,6,64,0,0,3,30,30900,79900
7795960,2018,25,810,840,0,1600,1660,0,4,2,2,1,2,2,69,1,4,400,2,1,6,63,0,0,3,30,49000,79900
7795972,2018,25,810,840,0,3000,3080,0,4,2,2,1,2,1,31,6,1,100,0,1,10,101,0,0,1,10,115000,115000
7795973,2018,25,810,840,0,3000,3080,0,4,2,2,1,2,2,28,6,1,100,0,1,10,101,0,0,1,10,90000,115000
7795987,2018,25,810,840,0,3000,3120,0,4,2,2,1,1,2,22,6,1,100,0,1,10,101,0,0,1,10,39400,39400
7795988,2018,25,810,840,0,3000,3120,0,4,2,2,1,1,1,21,6,1,100,0,2,7,71,6,60,1,10,2300,2300
7795997,2018,25,930,840,0,3700,3840,0,4,2,2,1,2,2,52,1,1,100,0,1,8,81,0,0,3,30,50000,100000
7795998,2018,25,930,840,0,3700,3840,0,4,2,2,1,2,1,54,1,1,100,0,1,10,101,0,0,3,30,50000,100000
7795999,2018,25,930,840,0,2300,2390,0,4,2,2,1,2,2,25,6,1,100,0,1,10,101,0,0,1,10,77000,77000
7796000,2018,25,930,840,0,2300,2390,0,4,2,2,1,2,1,33,6,1,100,0,1,11,116,0,0,1,10,200000,77000
7796097,2018,25,810,840,0,200,230,0,4,2,2,1,1,2,84,5,4,400,2,1,6,63,0,0,3,30,6000,6000
7796099,2018,25,810,840,0,310,390,0,4,2,2,1,3,1,57,3,1,100,3,1,3,30,0,0,3,30,21300,21300
7796196,2018,25,930,840,0,2400,2440,0,4,2,2,1,2,2,28,1,1,100,0,1,11,114,0,0,1,10,34020,99020
7796197,2018,25,930,840,0,2400,2440,0,4,2,2,1,2,1,30,1,1,100,0,1,10,101,0,0,1,10,65000,99020
7796203,2018,25,3770,840,0,800,940,0,4,2,2,1,3,2,62,1,6,660,2,1,0,2,0,0,3,30,22700,140700
7796204,2018,25,3770,840,0,800,940,0,4,2,2,1,3,1,62,1,6,660,3,1,0,2,0,0,3,30,28000,140700
7796205,2018,25,3770,840,0,800,940,0,4,2,2,1,3,1,38,6,6,660,2,1,6,63,0,0,1,10,90000,140700
7796213,2018,25,810,840,0,1500,1750,0,4,2,2,1,2,2,46,4,1,100,0,1,10,101,0,0,1,10,49000,49000
7796214,2018,25,810,840,0,1500,1750,0,4,2,2,1,2,1,53,6,3,304,0,1,7,71,0,0,1,10,60000,49000
7796308,2018,25,810,840,0,2200,2200,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,75000,75000
7796309,2018,25,810,840,0,2200,2200,0,4,2,2,1,1,1,24,6,1,100,0,1,10,101,0,0,1,10,60000,60000
7796356,2018,25,810,840,0,1200,1360,0,4,2,2,1,3,1,50,6,2,200,0,1,7,71,0,0,1,10,56000,85100
7796357,2018,25,810,840,0,1200,1360,0,4,2,2,1,3,1,79,1,2,200,0,1,5,50,0,0,3,30,18000,85100
7796358,2018,25,810,840,0,1200,1360,0,4,2,2,1,3,2,77,1,2,200,0,1,6,63,0,0,1,10,11100,85100
7796359,2018,25,930,840,0,3200,3200,0,4,2,2,1,1,1,80,5,1,100,0,1,11,116,0,0,3,30,201620,201620
7796376,2018,25,930,840,0,2100,2180,0,4,2,2,1,2,1,38,6,1,100,0,1,11,115,0,0,1,10,75000,75000
7796377,2018,25,930,840,0,2100,2180,0,4,2,2,1,2,2,36,6,1,100,0,1,11,114,0,0,1,10,120000,75000
7796414,2018,25,7570,840,0,10,175,0,4,2,2,1,1,2,58,6,1,100,0,1,6,63,0,0,1,10,33200,33200
7796433,2018,25,810,840,0,2900,2900,0,4,2,2,1,1,2,52,6,1,100,0,1,11,116,0,0,1,10,96000,96000
7796481,2018,25,930,840,0,3100,3200,0,4,2,2,1,1,1,30,6,1,100,0,2,7,71,6,60,1,10,24000,24000
7796500,2018,25,810,840,0,1000,1257,0,4,2,2,1,5,2,33,1,7,700,2,1,10,101,0,0,1,10,105000,317000
7796501,2018,25,810,840,0,1000,1257,0,4,2,2,1,5,1,36,1,7,700,2,1,7,71,0,0,1,10,125000,317000
7796504,2018,25,810,840,0,1000,1257,0,4,2,2,1,5,1,37,6,7,700,3,1,6,63,0,0,1,10,87000,317000
7796545,2018,25,810,840,0,380,520,0,4,2,2,1,1,1,27,6,1,100,0,1,6,61,0,0,1,10,16400,16400
7796558,2018,25,810,840,0,2300,2490,0,4,2,2,1,1,2,28,6,1,100,0,1,11,114,0,0,1,10,50000,50000
7796559,2018,25,810,840,0,2300,2490,0,4,2,2,1,1,2,24,6,1,100,0,1,10,101,0,0,1,10,37500,37500
7796560,2018,25,810,840,0,2300,2490,0,4,2,2,1,1,2,24,6,1,100,0,1,10,101,0,0,1,10,30000,30000
7796572,2018,25,810,840,0,350,380,0,4,2,2,3,1,1,70,4,1,100,0,1,3,30,0,0,3,30,15000,15000
7796573,2018,25,930,840,0,1900,2050,0,4,2,2,1,1,2,69,6,1,100,0,1,11,114,0,0,1,10,70300,70300
7796574,2018,25,930,840,0,1900,2050,0,4,2,2,1,1,1,22,6,2,200,0,1,6,63,0,0,1,10,8000,8000
7796575,2018,25,7570,840,0,2700,2700,0,4,2,2,1,1,2,87,5,1,100,0,1,11,114,0,0,3,30,79500,79500
7796630,2018,25,810,840,0,2000,2050,0,4,2,2,1,2,2,28,6,1,100,0,2,11,116,7,70,1,10,30000,30000
7796631,2018,25,810,840,0,2000,2050,0,4,2,2,1,2,1,28,6,1,100,0,1,10,101,0,0,1,10,398000,30000
7796662,2018,25,930,840,0,2000,2240,0,4,2,2,1,1,1,28,6,6,610,0,2,11,114,7,70,1,10,10000,10000
7796663,2018,25,930,840,0,2000,2240,0,4,2,2,1,1,1,29,6,4,400,3,1,11,116,0,0,1,10,56000,56000
7796664,2018,25,930,840,0,2000,2240,0,4,2,2,1,1,1,29,6,1,100,0,2,10,101,7,70,1,10,50000,50000
7796665,2018,25,930,840,0,2000,2240,0,4,2,2,1,1,2,27,6,4,400,0,2,11,114,7,70,1,10,20000,20000
7796689,2018,25,930,840,0,420,430,0,4,2,2,3,1,1,95,5,2,200,0,1,3,30,0,0,3,30,12000,12000
7796738,2018,25,810,840,0,1100,1160,0,4,2,2,1,1,2,34,6,1,100,0,1,11,114,0,0,1,10,57000,57000
7796745,2018,25,810,840,0,2900,3010,0,4,2,2,1,1,2,27,6,1,100,0,1,10,101,0,0,1,10,62000,62000
7796746,2018,25,810,840,0,2900,3010,0,4,2,2,1,1,2,27,6,1,100,0,1,11,114,0,0,1,10,28000,28000
7796747,2018,25,810,840,0,2900,3010,0,4,2,2,1,1,2,26,6,6,610,2,1,11,114,0,0,1,10,58000,58000
7796753,2018,25,810,840,0,290,330,0,4,2,2,1,1,1,76,4,1,100,0,1,10,101,0,0,3,30,16480,16480
7796767,2018,25,810,840,0,240,240,0,4,2,2,1,1,2,65,3,1,100,0,1,7,71,0,0,3,30,9600,9600
7796797,2018,25,810,840,0,1800,1860,0,4,2,2,1,1,2,25,6,1,100,0,2,11,114,7,70,1,10,34000,34000
7796798,2018,25,810,840,0,1800,1860,0,4,2,2,1,1,2,26,6,1,100,0,1,11,114,0,0,1,10,50000,50000
7796867,2018,25,810,840,0,1100,1100,0,4,2,2,1,2,2,27,6,2,200,0,2,10,101,7,70,1,10,50000,50000
7796900,2018,25,810,840,0,1500,1560,0,4,2,2,1,1,2,22,6,1,100,0,1,10,101,0,0,1,10,42000,42000
7796908,2018,25,810,840,0,1100,1100,0,4,2,2,1,1,1,61,6,1,100,3,1,10,101,0,0,1,10,300000,300000
7796923,2018,25,6670,840,0,950,1450,0,4,2,2,1,3,1,28,6,2,200,0,1,5,50,0,0,1,10,43800,43800
7796990,2018,25,810,840,0,1600,1660,0,4,2,2,1,1,1,22,6,1,100,0,2,10,101,6,60,1,10,6500,6500
7796991,2018,25,810,840,0,1600,1660,0,4,2,2,1,1,2,21,6,7,700,3,2,7,71,6,60,1,10,10000,10000
7797037,2018,25,810,840,0,350,350,0,4,2,2,1,3,2,42,6,2,200,0,1,6,63,0,0,1,10,18200,18200
7797045,2018,25,3770,840,0,900,1010,0,4,2,2,3,2,1,72,1,6,660,2,1,2,22,0,0,3,30,10200,20400
7797046,2018,25,3770,840,0,900,1010,0,4,2,2,3,2,2,69,1,6,660,2,1,1,17,0,0,3,30,10200,20400
7797079,2018,25,810,840,0,390,390,0,4,2,2,3,1,2,95,6,1,100,0,1,1,16,0,0,3,30,9000,9000
7797128,2018,25,6670,840,0,800,840,0,4,2,2,1,1,2,31,6,1,100,0,1,6,63,0,0,1,10,13300,13300
7797139,2018,25,810,840,0,610,780,0,4,2,2,1,5,2,39,1,2,200,3,1,7,71,0,0,1,10,20000,36700
7797140,2018,25,810,840,0,610,780,0,4,2,2,1,5,1,47,1,2,200,2,1,6,63,0,0,1,10,16700,36700
7797143,2018,25,810,840,0,610,780,0,4,2,2,1,5,2,68,2,2,200,3,1,6,64,0,0,3,30,0,36700
7797258,2018,25,7570,840,0,950,1120,0,4,2,2,1,2,1,42,6,1,100,2,1,10,101,0,0,1,10,69000,73800
7797259,2018,25,7570,840,0,950,1120,0,4,2,2,1,2,2,68,5,1,100,3,1,6,63,0,0,3,30,4800,73800
7797295,2018,25,3770,840,0,800,950,0,4,2,2,1,3,1,32,1,6,610,3,2,11,114,7,70,1,10,30200,30200
7797296,2018,25,3770,840,0,800,950,0,4,2,2,1,3,2,29,1,6,610,3,1,10,101,0,0,3,30,0,30200
