Gender,Race,Salary
male,Greater European,176984.48
male,Greater European,137415.24
male,Greater European,30105.2
male,Greater European,57070.41
male,Jewish,121454.47
male,Greater European,238.08
male,Greater European,234582.21
male,Greater European,37632.56
male,Greater European,53616.82
male,Greater European,25369.12
male,Greater European,160390.76
male,Greater European,78526.13
female,Greater European,88918.05
male,East Asian,147640.64
male,Greater European,99570.41
male,Greater European,87231.54
male,Greater European,79644.88
male,Greater European,51977.59
male,Greater European,133140.35
male,Greater European,3783.6
male,Jewish,156656.23
male,Greater European,139138.72
male,Jewish,103633.17
male,Greater European,215011.25
male,Greater European,182270.2
male,Greater European,55510.24
male,Greater European,91200.48
male,Greater European,161182.41
male,Greater European,53920.95
male,Jewish,22782.47
male,Greater European,100322.89
male,Greater European,151720.09
male,Greater European,142243.92
male,Greater European,176008.33
male,Greater European,121514.61
male,Greater European,145018.38
male,Greater European,134121.83
male,Greater African,6876
male,Greater European,164993.88
male,Greater European,136013.06
male,Greater European,233877.03
male,Greater European,138735.38
male,Greater European,99965.64
male,Greater European,182817.14
male,Greater European,122109.54
male,Greater European,104521.9
male,Greater European,87396.09
male,Greater European,128482.86
male,Greater European,143856.37
male,Greater European,115594.52
male,Greater European,185739.99
male,Greater European,64010.63
male,Greater European,30827.61
male,Jewish,80655.7
male,Greater European,137205.79
male,Greater European,178920.62
male,Greater European,23577.11
male,Jewish,3783.6
male,Greater European,146642
male,Greater European,143451.79
male,Greater European,37200
male,Greater European,127957.64
male,Greater European,35459.94
male,Greater European,32355.16
male,Greater European,76818.43
male,Greater European,141202.06
male,Greater European,75191.12
male,Jewish,119148.39
male,Greater European,243333.5
male,Greater European,218977.19
male,Greater European,134460.94
male,Greater European,114942.92
male,Greater European,102082.54
male,Greater European,146090.75
male,Greater European,70022.99
male,Greater African,144269.36
male,Greater European,147764.78
male,Greater European,68484.36
male,Greater European,106442.28
male,Greater European,188381.09
male,Greater European,107181.79
male,Greater European,93060.08
male,Greater European,2137.21
male,Greater European,146356.84
male,Greater European,48409.84
male,Greater European,154053.55
male,Greater European,180662.55
male,Greater European,132507.8
male,East Asian,151498.16
male,Greater European,154302.22
male,Greater African,108651.31
male,Greater European,124671.26
male,Greater European,135824.55
male,Greater European,31555.75
male,Greater European,98125.85
male,Greater European,134897.39
male,Greater European,160779.46
male,Greater European,155785.33
male,Greater European,154522.62
male,Greater European,188276.5
male,Greater European,120037.59
male,Greater European,111828.61
male,Greater European,92264.13
male,Greater European,164589.59
male,Greater European,111907.66
male,Greater European,139221.22
male,Greater European,151976.46
male,Jewish,155009.14
female,Greater European,110613
male,Greater European,139518.33
male,Greater European,81179.39
male,Greater European,120880.48
male,Greater European,4204
male,Greater European,39055.7
male,Jewish,123036.3
male,Greater European,124444.07
male,Greater European,139330.26
male,Greater European,145751.19
male,Greater European,47488.78
male,Greater European,43114.12
male,Greater European,142697.67
male,Greater European,3783.6
male,Greater European,78132.46
male,Greater European,110558.78
male,Greater European,25537.17
male,Greater European,50197.89
male,Greater European,81156.78
male,Greater European,129017.59
male,Greater European,24966.78
male,Greater European,140428.94
male,Greater European,73705.01
male,Greater European,6876
male,Greater European,110754.28
male,Greater European,8408
male,Greater European,99265.99
male,Greater European,220427.91
male,Greater European,175879.38
male,Greater European,112875.29
male,Hispanic,1489.8
male,Greater European,144611.19
male,Greater European,202270.61
male,Jewish,82262.12
male,Greater European,4204
male,Jewish,6876
male,Jewish,4204
male,East Asian,106391.94
male,Greater European,139962.19
male,Greater European,59927.95
male,Greater European,24494.4
female,Greater European,113920.49
male,Greater European,181499.11
male,Greater European,144836.59
male,Greater European,109166.03
male,Greater European,153645.6
male,Greater European,119062.64
female,Greater European,3538.81
male,Greater European,132723.16
male,Jewish,8408
male,Greater European,119370.24
male,Greater European,121844.68
male,Greater European,184838.9
male,Greater European,144709.82
male,Greater European,3226.27
male,Greater European,152225.54
male,Greater European,156248.24
male,Greater European,93176.15
male,Greater European,296807.28
male,Greater European,10887
male,Jewish,189500.55
male,Greater European,68272.05
male,Greater European,126580.71
male,Greater European,101008.78
male,Greater European,3898.71
male,Greater European,98830.41
male,Greater European,17261.02
male,Greater European,123015.05
male,Greater European,171649.85
male,Greater European,144003.2
male,Greater European,8408
male,Greater European,65044.57
male,Greater European,10887
male,Greater European,105546.76
male,Greater European,115492.26
male,Greater European,158804.3
female,Greater European,132128.8
male,Greater European,88898.02
male,Greater European,113591.61
male,Greater European,106362.8
male,Greater European,71799.79
male,Greater European,141971.88
male,Greater European,117881.19
male,Jewish,156373.5
male,Greater European,84538.29
male,Greater European,190559.5
male,Greater European,130475.82
male,Greater European,126881.11
male,Greater European,4204
male,Greater European,840.8
male,Greater European,110387.02
male,Greater European,173743.96
male,Greater African,120268.09
male,Greater European,86492.96
male,Greater European,89670.87
male,Greater European,13010.25
male,Greater European,143556.29
male,Greater European,118251.67
male,Greater European,200585.73
male,Greater European,81139.18
male,Greater European,196362.54
male,Greater European,114895.77
male,Greater European,4204
male,Greater European,188615.04
male,East Asian,1451.71
male,Greater European,113095.55
male,Greater European,1081.49
male,Jewish,155281.72
male,Greater European,113113.98
male,Greater European,168232.78
male,Greater European,121383.73
male,Greater European,164119.73
male,Greater European,192816.79
male,East Asian,182804.66
male,Hispanic,119266.54
male,Greater European,10887
male,Greater European,166041.6
female,Greater European,45805.69
male,Greater European,87033.35
male,Greater European,108991.62
male,Greater European,227307.91
male,Greater European,127690.11
male,Greater European,200287.42
male,Hispanic,183143.35
male,Greater European,102764.73
male,Greater European,143200.64
male,Greater European,154838.82
male,Greater European,124742.45
male,Greater European,128345.82
male,Greater European,61682.79
male,Greater African,119937.34
male,Greater European,132984.79
male,Greater European,103449.17
male,Greater European,136253.47
male,Greater European,100516.56
male,Greater European,16952
male,Greater European,119946.07
male,Greater European,108867.86
male,Greater European,170373.9
male,Greater European,19631.51
male,Greater African,51359.91
male,Greater European,216233.17
male,Greater European,167667.48
male,Greater European,149447.3
male,Greater European,122369.49
male,Greater European,110183.22
male,Greater European,133111.12
male,Greater European,142937.2
male,Greater European,176127.95
male,Greater European,163919.4
male,Greater European,10935.07
male,Greater European,110417.2
male,Jewish,157740.47
male,Greater European,164298.38
male,Greater African,159470.52
male,Greater European,115613.58
male,Greater European,20675.61
male,Greater European,2722.74
male,Greater European,116942.82
male,Greater European,37853.34
male,Hispanic,156946.44
male,Greater European,132320.2
female,Greater European,155219.32
male,Greater European,887.52
male,Greater European,13628.32
male,Greater European,159906.8
male,Greater European,61569.27
female,Greater European,121450.47
male,Hispanic,106856.98
male,Greater European,5730
male,Greater European,185518.38
male,Greater European,4204
male,Indian Subcontinent,121801.33
male,Greater European,133788.15
male,Greater European,23629.56
male,Greater European,215134.32
male,Greater European,18393.32
male,Greater European,106760.11
male,Hispanic,159965.91
male,Greater European,2600.88
male,Greater European,115165.76
female,Greater European,66007.53
male,Greater European,149081.97
male,Greater European,12606
female,Greater European,126236.17
male,Greater European,103451.4
male,Greater European,107884.65
male,Greater European,44535.23
male,Greater European,15352
female,Greater European,66619.26
male,Greater European,121139.49
male,Jewish,106187.25
male,Greater European,80340.47
male,Greater European,135897.14
female,Greater European,128145.9
male,Greater European,153841.61
male,Greater European,124332.58
female,Greater European,109234.25
male,Greater European,182312.19
male,Greater European,80626.25
male,Greater European,173666.38
male,Greater European,6876
male,Greater European,41186.53
female,Greater European,79759.97
male,Greater European,129361.03
male,Greater European,37811.89
male,Greater African,142081.66
male,Greater European,97819.62
female,Greater European,214862.19
male,Greater European,8.29
male,Greater European,259475.75
male,Greater European,135951.03
male,Greater European,38363.17
male,Greater European,121236.56
male,Hispanic,170918.8
male,Greater European,55838.03
male,Greater European,93532.73
male,Greater European,166166.98
male,Greater European,75883.01
male,Greater European,147221.57
male,Greater European,3783.6
male,Hispanic,146637.35
male,Greater European,108327.94
male,Greater European,109635.64
male,Greater European,90328.12
male,Greater European,195171.68
male,Greater European,90080.2
male,Greater European,3783.6
male,Hispanic,135777.99
male,Greater European,150211.27
male,Greater European,156127.87
male,Jewish,133915.27
male,Greater European,106799.98
male,Greater European,132132.93
male,Hispanic,121298.07
male,Greater European,205550.4
male,Greater European,51776.38
male,Greater European,117275.59
male,Jewish,67562.33
male,Greater European,111311.95
male,Greater European,195471
male,Greater European,54616.71
male,Greater European,159755.3
male,Greater European,162429.41
male,Greater European,135009.94
male,Greater European,33212.51
male,Greater European,157373.46
male,Greater European,136928.89
male,Greater European,23768.01
male,Greater European,134565.62
male,Greater European,163303.87
male,Greater European,160871.55
female,Greater European,140887.79
male,Greater European,4040.04
male,Greater European,28134.29
male,Greater European,937.4
male,Greater European,216523.98
male,Greater European,125605.66
male,Greater European,65582.9
male,Greater European,159127.07
male,Greater European,160367.68
male,Greater European,173959.05
male,Greater European,4204
male,Jewish,138200.54
male,Greater European,173997.27
female,Greater European,108050.5
male,Hispanic,8892.03
male,Greater European,179002.13
male,Greater European,86151.44
male,Greater European,63723.48
male,Greater European,86482.15
male,Greater European,138255.99
male,Greater European,126946.51
male,Greater European,100768.31
male,Greater European,132115.02
male,Greater European,159695.19
male,Greater European,130705.31
male,Greater European,958.16
male,Jewish,45075.44
male,Greater European,8408
male,Greater European,82787.89
male,Greater European,152147.71
male,Greater European,198342.65
male,Greater European,2292
female,Hispanic,133482.25
male,Greater European,156627.23
male,Greater European,117724.05
male,Greater European,168813.44
male,Greater European,83608.47
female,Greater European,74607.22
male,Greater African,157345.58
female,Greater European,168100.27
male,Greater European,178464.32
male,Greater European,106201.92
male,Greater European,130159.5
male,Greater European,113436.42
male,Greater European,147490.68
female,Greater European,174697
male,Greater European,138361.16
female,Greater European,11858.31
male,Greater European,97004.85
male,Greater European,126234.86
male,Greater European,104679.64
male,Greater European,101901.18
male,Greater European,149907.76
male,Greater European,131984.52
male,Greater European,144053.18
male,Greater European,146614.65
male,Greater European,96281.51
male,Greater European,145764.79
male,Greater European,144134.39
male,Greater European,7084.1
female,Greater European,99867.33
male,Greater European,95481.93
male,Greater European,158816.93
male,Greater European,840.8
female,Greater African,100335.41
male,Greater European,129168.5
male,Jewish,94799.68
male,Greater European,178578.33
male,Greater European,109388.55
female,Greater European,10982.59
male,Greater European,83315.47
male,Greater European,170089.03
female,Greater European,131457.69
male,Greater European,172676.33
male,Greater European,88779.48
male,Greater European,105481.55
female,Greater European,5730
male,Greater European,80866.57
male,Greater European,10887
female,Greater European,31156.42
male,Greater European,184401.43
male,Greater European,145356.21
male,Jewish,38238.58
male,Greater European,180723.65
male,Hispanic,97079.6
male,Greater European,105786.12
female,Greater European,9896.11
male,Greater European,128741.16
male,Greater European,226978.51
male,Greater European,163066.21
male,Greater European,160799.97
male,Greater European,157798.42
male,Greater European,102513.71
male,Hispanic,116625.3
male,Greater European,28831.71
male,Greater European,85897.54
female,Greater European,138330.26
male,Greater European,10887
male,Greater European,88659.26
male,Greater European,155790.63
male,Greater European,136594.75
male,Greater European,202303.41
male,Greater European,211554.85
male,Greater European,125687.55
male,Greater European,52023.58
male,Greater European,81219.37
male,Greater European,203027.33
female,Greater European,77904.04
male,Greater European,128309.74
male,Greater European,147733.56
female,Greater European,127589.19
male,Greater European,55487.94
male,Greater European,130550.17
male,Greater European,117866.63
male,Jewish,139796.15
male,Greater European,120616.68
male,Greater European,131310.82
male,Greater European,94476.99
male,Greater European,130173.01
male,Greater European,88493.36
female,Jewish,70163.71
male,Greater European,115244.43
male,Jewish,212245.07
male,Greater European,112844.18
male,Greater European,118945.93
male,Greater European,122051.7
male,Greater European,8408
male,Greater European,160997.55
male,Greater European,118799.22
male,Greater European,133039.68
male,Jewish,0
male,Jewish,117212.35
male,Jewish,71262.56
male,Greater European,74151.06
male,Greater European,153511.12
male,Greater European,122335.37
male,Greater European,48492.16
male,Jewish,116079.83
male,Hispanic,117902.49
male,Greater European,95555.81
male,Greater European,840.8
male,Greater European,100854.76
male,Greater European,95686.52
male,Hispanic,4204
male,Jewish,121464.19
male,Greater European,50732.36
male,Greater European,105263.9
male,Greater European,100202.24
male,Greater European,167193.96
male,Greater European,184395.59
male,Greater European,121884.78
male,Greater European,215202.63
male,Greater European,102050.06
male,Greater European,179526.62
male,Greater European,8408
female,Greater European,130074.73
male,Greater European,134984.13
male,Greater European,35887.75
male,Greater European,240551.63
male,Greater European,207369.77
male,Greater European,128386.36
male,Greater European,155447.85
male,Greater European,104982.1
female,Greater European,57670.92
male,Hispanic,211096.33
male,Greater European,17233.58
male,Greater European,150408.36
male,Greater European,165230.2
female,Greater European,108587.27
male,Greater European,20091.19
male,Greater European,41037.26
male,Greater European,40830.18
male,Greater European,95373.07
male,Greater European,150323.45
male,Greater European,173268.59
male,Hispanic,253267.46
male,Greater European,86307.39
male,Greater European,3611.65
male,Greater European,117574.02
male,Greater European,99148.92
male,Greater European,218840.66
male,Greater European,236348.92
male,Greater European,157265.43
male,Greater European,51831.98
male,Greater European,39708.66
male,Greater European,105016.99
male,Greater European,160150.04
female,Greater European,107615.51
male,Greater European,840.8
male,Greater European,130553.02
male,Greater European,107578.16
male,Greater European,121449.51
male,Jewish,84163.27
female,Greater European,115100.84
male,Greater European,106605.68
male,Greater European,8074.95
male,Greater European,90489.3
male,Greater European,79453.68
male,Greater European,85212.93
male,Greater European,128583.84
male,Indian Subcontinent,31611.77
male,Greater European,115380.3
male,Greater European,146907.56
male,Greater European,107384.76
male,Greater European,205465.36
male,Greater European,146779.13
male,Greater European,194484.46
male,Greater European,92808.69
male,Greater European,252.24
male,Greater European,91878.69
male,Greater European,109068.1
male,Greater European,173288.63
male,Greater European,86767.76
male,Hispanic,124280.68
male,Jewish,78191.35
male,Greater European,135992.42
male,Greater European,34971.24
male,Greater European,147308.59
male,Greater European,138212.3
male,Greater European,149231.28
female,Greater European,100292.4
male,Greater European,184023.99
male,Greater European,139388.79
male,Greater European,209453.9
female,Greater European,143546.62
male,Greater European,97328.88
male,Greater European,63943.63
male,Greater European,47799.84
male,Greater European,97912.61
male,Greater European,132751.27
male,Greater European,100998.45
male,Greater European,131596.13
male,Hispanic,161177.96
female,Jewish,181684.47
male,Greater European,129884.36
male,Greater European,43028.49
male,Greater European,104846.78
male,Greater European,53701.81
male,Greater European,99868.3
male,Greater European,104585.72
male,Greater European,2292
male,Greater European,94699.85
female,Greater European,43778.2
male,Greater European,173999.65
male,Jewish,22569.51
male,Hispanic,190031.06
male,Greater European,155584.09
male,Greater European,109928.15
male,Greater European,117365.36
female,Greater European,40436.66
male,Greater European,184492.48
male,Hispanic,125850.43
male,Greater European,119289.3
male,Greater European,135557.77
male,Greater European,8408
male,Greater European,95595.86
male,Greater European,71205.06
male,Greater European,64627.05
male,Greater European,181823.76
male,Greater European,145076.2
male,Greater European,131901.18
male,Greater European,153589.79
male,Greater European,8408
female,Greater European,116295.6
male,Greater European,134989.08
male,Greater European,147466.35
male,Greater European,94979.76
male,Greater European,176137.13
male,Greater European,147264.45
male,Greater European,139539.95
male,Greater European,148284
male,East Asian,10887
female,Greater European,142648.05
female,Greater European,133515.93
male,Indian Subcontinent,127688.04
male,Greater European,49901.75
male,Greater European,132809.55
male,Greater European,30374.74
male,Greater European,152987.65
male,Greater European,109771.91
male,Greater European,142734.73
male,Greater European,8993.9
male,Greater European,704
male,Greater European,104713.28
male,Greater European,121002.36
male,Greater European,23376.26
male,Jewish,115561.3
male,Greater European,202532.98
male,Greater European,192967.86
male,Greater European,134243.91
male,Greater European,235428.3
male,Greater European,79257.97
male,Greater European,3783.6
male,Jewish,110378.15
male,Greater European,108547.07
female,Greater European,92638.5
male,Greater European,101339.29
male,Greater European,164327.09
male,Greater European,1289.6
male,Greater European,99991.91
male,Greater European,44659.26
male,Greater European,42291.24
male,Greater European,194491.11
male,Greater European,112845.83
male,East Asian,78037.48
male,Greater European,185002
female,Greater European,8408
male,Indian Subcontinent,122994.93
male,Greater European,2292
male,Greater European,114191.95
male,Greater European,170391.77
male,Greater European,147594.25
male,Greater European,80707.73
male,Greater European,92149.45
male,Greater European,2187.56
male,Greater European,123342.31
male,Greater European,195367.48
male,Greater European,13147.46
male,Greater European,128792.73
male,Jewish,165693.15
male,Greater European,156199.04
male,Greater European,94831.99
male,Greater European,5730
female,Greater European,150952
male,Greater European,131174.23
female,Greater European,85230.74
male,Greater European,120759.78
male,Greater European,94231.37
male,Greater European,161280.02
male,Greater European,148515.25
male,Greater European,124764.94
male,Greater European,51917.47
male,Greater European,146134.49
male,Greater European,4204
male,Greater European,100950.31
male,Greater European,83254.33
male,Greater European,107475.17
male,Greater European,154726.56
male,Jewish,122054.88
male,Greater European,87917.33
male,Greater European,59110.03
male,Greater European,154948.59
male,Jewish,31327.35
male,Greater European,111178.94
male,Greater European,139003.99
male,Greater European,106282.33
male,Greater European,115169.05
male,Greater European,118828.63
male,Greater European,58247.64
male,Jewish,145012.78
male,Greater European,8982.82
male,Greater European,124120.61
male,Greater African,174767.24
male,Greater European,150149.1
male,Greater European,69570.46
male,Greater European,504.48
male,Greater European,93957.2
male,Greater European,176593.22
male,Greater European,163987.9
male,Hispanic,92977.49
male,Greater European,57459.34
male,Greater European,107104.36
male,Greater European,121540.4
female,Greater European,107772.68
male,Greater European,128890.46
male,Greater European,197792.68
male,Greater European,144110.59
male,Greater European,61593.44
male,Greater European,4204
male,Greater European,104480.23
male,Greater European,91991.58
male,Greater European,107504.62
male,Greater European,163847.74
male,Greater European,237025.89
male,Greater European,87104.63
male,Greater European,132863.8
male,Greater European,210065.83
male,Greater European,2292
male,Greater European,5730
male,Greater European,180557.44
male,Greater European,55077.97
male,Hispanic,106560.09
male,Greater European,3570.61
male,Greater European,117705.42
male,Jewish,102079.92
male,Hispanic,70149.59
male,Greater European,113887.04
male,Greater European,112882.14
male,Greater European,101447.38
male,Jewish,185364.49
male,Greater European,106652.53
male,Greater European,114300.59
male,Greater European,47884.55
female,Greater European,73270.95
male,Greater European,159268.21
male,Greater European,97709.82
male,Hispanic,17255.77
male,Greater European,127318.1
female,Greater European,65690.39
male,Greater European,204912.98
male,Greater European,195807.57
male,Greater European,132242.07
male,Greater European,168921.82
male,Greater European,72363.1
male,Greater European,3294.09
male,Greater European,840.8
male,Greater European,237565.18
male,Greater European,187356.24
male,Greater European,101794.97
male,Greater European,131125.32
male,Greater European,63018.28
male,Greater European,110515.03
male,Greater European,84.08
male,Greater European,163349.71
male,Jewish,129870.17
male,Greater European,218449.91
male,Greater European,153511.93
male,Jewish,97700.96
male,Greater European,109663.07
male,Greater European,87183.72
male,Greater European,18213.46
male,Greater European,109593.46
female,Greater European,151164.99
male,Greater European,95116.31
male,Greater European,125493.99
male,Greater European,163221.16
male,Greater European,190620.87
male,Hispanic,160157.3
male,Greater European,109670.95
female,Greater European,87361.63
male,Greater European,149569.42
male,Greater European,151008.02
male,Greater European,109277.23
male,Hispanic,629.8
male,Greater European,79821.82
male,Greater African,500.64
male,Greater European,98862.36
male,Greater European,96689.84
male,East Asian,101553.29
male,Greater European,171735.61
male,Greater European,4204
male,Greater European,103801.78
male,Greater European,198612.36
male,Greater European,83323.27
male,Indian Subcontinent,4204
male,Greater European,83610.57
male,Hispanic,135526.18
male,Greater European,166428.66
male,Greater European,151895.23
male,Greater European,114203.7
male,Greater European,157267.83
male,Greater European,105353.36
male,Greater European,150639.64
male,Greater European,23195.52
male,Greater European,108188.83
male,Greater European,83276.28
male,Greater European,114410.93
male,Greater European,180629.95
male,Greater European,37330.48
male,Greater European,118513.57
male,Greater European,86993.31
male,Greater European,143346.91
male,Greater European,119812.21
male,Greater European,5223.49
female,Greater European,49438.12
male,Greater European,118407.26
male,Greater European,113642.37
male,Greater European,108612.04
male,Greater European,144897.2
male,Greater European,123054.26
male,Greater European,89789.95
male,Greater European,90071.19
male,Greater European,121033.3
male,Greater European,172618.05
male,Greater European,123649.47
male,Greater European,80654.61
male,Greater European,168353.55
male,Greater European,140135.37
male,Greater European,172993.61
male,Greater European,197442.09
male,Greater European,85831.81
male,Greater European,84789.36
male,Greater European,21243.43
male,Greater European,170847.61
male,Greater European,68368.84
male,Greater European,57439.43
male,Greater European,65240.79
male,Greater European,90844.69
male,Greater European,10887
male,Greater European,840.8
male,Greater European,173374.49
male,Greater European,251630.85
male,Greater European,130479.56
male,Greater European,10887
male,Greater European,237685.43
male,Greater European,149339.16
male,Greater European,6876
male,Greater European,125510.78
male,Greater European,170397.89
male,Greater European,85593.89
male,Hispanic,162723
male,Greater European,78237.41
male,East Asian,22823.94
male,Hispanic,176945.76
male,Greater European,113075.41
male,Greater European,194239.8
male,Greater European,109457.69
female,Greater European,91127.31
male,Greater European,29607.78
male,Greater European,6876
male,Greater European,11753.68
female,Greater European,110604.78
male,Greater European,165851.39
male,Greater European,63605.19
male,Greater European,138386.02
male,Greater European,124010.76
male,Greater European,215090.92
male,Greater African,138526.95
male,Hispanic,173437.52
male,Greater European,197536.97
male,Greater European,94601.34
male,Greater European,8408
male,Greater European,3783.6
male,Greater European,840.8
male,Greater European,30091.06
male,Greater European,96665.38
male,Greater European,163378.06
male,Greater European,125693.94
male,Greater European,108606.56
female,Jewish,142610.06
male,Greater European,158688.73
male,Greater European,67334.47
male,Greater European,114891.92
male,Greater European,958.96
male,Greater European,2292
male,Greater European,180161.75
male,Greater European,386829.6
male,Greater European,92380.18
male,Greater European,112995.82
male,Hispanic,126234.16
male,Greater European,103019.68
male,Greater European,237902.35
male,Greater European,154490.53
male,Greater European,185617.33
male,Greater European,117278.71
male,Greater European,157271.23
male,Greater European,120852.2
male,Greater European,5730
male,Greater European,123071.54
male,Greater European,45576.52
male,Greater European,166400.98
male,Greater European,97493.86
male,Hispanic,90849.46
male,Indian Subcontinent,66433.45
male,Greater European,57562.73
male,Greater European,132066.91
male,Greater European,127381.68
male,Greater European,84.08
male,Greater European,109953.76
male,Greater European,207906.17
male,Greater European,5730
male,Greater European,177586.46
male,Greater European,3783.6
male,Greater European,125264.84
male,Greater European,77097.65
male,Greater European,89516.1
male,Greater European,186647.74
male,Greater European,94947.55
male,Greater European,160823
male,Jewish,77288.87
male,Greater European,210124.07
male,Greater European,123363.86
male,Greater European,159200.24
male,Greater European,88771.56
female,Jewish,57392.31
male,Greater European,177855.8
male,Greater European,84850.14
male,Greater European,135850.92
male,Greater European,137684.26
male,Greater European,129714.27
male,Greater European,222786.26
male,Greater European,193269.59
male,East Asian,110949.28
male,Greater European,135004.28
male,Greater European,101294.33
male,Jewish,120335.55
male,Greater European,141387.39
female,Greater European,102176.92
male,Greater European,108423.71
male,Greater European,153880.22
male,Greater European,89323.58
male,Greater European,147843.27
male,Greater European,101397.61
male,Greater African,252.24
male,Greater European,173606.9
male,Greater European,54851.49
male,Greater European,91216.14
male,Greater European,2292
male,Greater European,113303.88
male,Greater European,27698.53
female,Hispanic,142002.54
male,Greater European,147137.7
male,Hispanic,206162.36
male,Greater European,8408
male,Greater European,126940.18
male,Greater European,79688.77
female,Jewish,113795.27
male,Greater European,129713.17
male,Greater European,122887.3
male,Greater European,239994.4
male,Greater European,148300.58
male,East Asian,134508.29
male,Greater European,73415.88
male,Greater European,54134.97
male,Greater European,145099.8
male,Greater European,21970.56
male,Greater European,100009.25
male,Greater European,89624.73
male,Greater European,33389.93
male,Greater European,142384.46
male,Greater European,5730
male,Greater European,114382.77
male,Greater European,161901.63
male,Greater European,72802.96
male,Greater European,72263.92
male,Greater African,3783.6
male,Greater European,147802.87
male,Greater European,147572.14
male,Greater European,116681.55
male,Hispanic,125612.88
female,Greater European,13179.12
female,Greater European,174398.44
male,Jewish,116327.66
male,Jewish,1766.81
male,Greater European,112683.73
male,Greater European,84722.56
male,Greater European,16499.45
male,Greater European,94261.65
male,Jewish,163101.28
male,Greater European,154010.71
male,Greater European,91673.22
male,Greater European,101677.63
male,Greater European,137747.95
male,Greater European,4204
male,Greater European,172923.3
male,Greater European,198797
male,Greater European,126359.02
male,Greater European,62084.22
male,Greater European,99610.68
male,Greater European,52370.66
male,Greater European,165219.99
male,Jewish,178493.63
male,Greater European,125948.33
male,Jewish,25055.92
male,Greater European,121139.53
male,Greater European,95575.29
male,Greater European,106443.01
male,Greater European,4204
male,Greater European,114874.07
male,Greater European,250328.78
male,Greater European,117136.36
male,Greater European,110050.77
male,Greater European,124991.75
male,Greater European,100527.38
male,Greater European,136739.91
male,Greater European,62131.21
male,Greater European,101233.08
male,Greater European,64489.87
male,Greater European,115469.79
male,Greater European,114419.92
male,Greater European,122006.65
male,Greater European,133121.88
male,Hispanic,154686.23
male,Greater European,64448.34
female,Greater European,78976.12
male,Greater European,130418.94
male,East Asian,96259.16
male,Greater European,51246
female,Greater European,76278.8
male,Greater European,185617.32
male,Greater European,78634.08
male,Greater European,218697.19
male,Greater European,248939.88
female,Greater European,57000.87
male,Greater European,92151.21
male,Hispanic,109925.86
male,Greater European,840.8
male,Greater European,39511.89
male,Greater European,137019.63
male,Greater European,111709.02
male,Greater European,195867.98
male,Greater European,21124.45
male,Greater European,139105.77
male,Greater European,163110.07
male,Greater European,113891.04
male,Hispanic,77015.52
male,Greater European,211449.72
male,Greater European,152977.21
male,Greater European,92845.07
male,Greater European,188342.78
male,Jewish,136081.73
male,Greater European,94159.57
male,Greater European,168.16
male,Greater African,208212.65
male,Jewish,3984.48
male,Greater European,158274.13
male,East Asian,114913.17
male,Greater European,137169.27
male,Greater European,113881.24
male,Jewish,132194.07
male,Greater European,112934.79
male,Jewish,163122.53
male,Greater European,156976.71
male,Greater European,99786.99
male,Greater European,137052.66
male,Greater European,173945.27
female,Greater European,168280.95
male,Greater European,134652.3
male,Greater European,110142.41
female,Greater European,86884.99
male,Jewish,747.77
female,Greater European,58901.41
male,Hispanic,133292.15
male,Greater European,180192.41
male,Greater European,169101.21
male,Greater European,96496.52
male,Jewish,121506.16
male,Greater European,82618.48
male,Greater African,132449.68
male,Greater European,111463.3
male,Greater European,148279.09
male,Greater European,90836.55
male,Greater European,81763.78
male,Greater European,192630.73
male,Greater European,145990.61
male,Greater European,61513.38
male,Hispanic,100249.53
male,Greater European,121940.34
male,Greater European,92513.3
male,Greater European,170971.73
male,Greater European,238.08
male,Greater European,138275.6
male,Greater European,163365.85
male,Greater European,114205.63
male,Greater European,133522.24
male,Greater European,78390.72
male,Greater European,95231.01
male,Greater European,141976.06
male,Greater European,148728.26
male,Jewish,141159.14
male,Greater European,128307.92
male,Greater European,135175.99
male,Greater European,187198.34
male,Greater European,108976.4
male,Greater European,120576.99
male,Greater European,162807.49
male,Greater European,84.08
male,Greater European,84635.47
male,Greater European,155807.12
male,Greater European,126449.32
male,Jewish,121857.3
male,Greater European,44477.07
male,Greater European,79120.72
male,Greater European,116113.2
male,Greater European,74476.72
male,Greater European,153407.41
male,Jewish,400
male,Greater European,144648.16
male,Greater European,162478.46
male,Hispanic,103474.96
male,Greater European,119805.89
male,Greater European,10887
male,Greater European,94998.41
male,Greater European,126152.14
male,Greater European,252.24
male,Hispanic,115235.48
male,Greater European,226640.79
female,Greater European,244080.89
male,Greater European,72921.4
male,Greater European,107532.79
male,Greater European,134217.73
male,Greater European,34112.6
male,Greater European,131887.35
female,Greater African,127281.84
male,Greater European,147664.14
male,Hispanic,145172.64
male,Greater European,92261.75
male,Greater European,85660.5
male,Greater European,5730
male,Greater European,119713.82
male,Greater European,8408
male,Hispanic,141264.66
male,Greater European,166025.51
male,Greater European,146128.33
male,Greater European,123359.51
female,Greater European,111367.4
male,Greater European,21017.64
male,Greater European,178347.85
male,Hispanic,115566.23
male,Greater European,92104.21
male,Greater European,117909.15
male,Greater European,156760.3
female,Greater European,129296
male,Greater European,170987.15
male,Greater European,161772.73
male,Greater European,112622.68
male,Greater European,119463.85
male,Greater European,121119.17
male,Greater European,139899.97
male,Greater European,143917.42
male,Greater European,4167
male,Greater European,155287.06
female,Greater European,103352.78
male,Greater European,156730.29
